hash,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,alias
38eb36f5ee8315abd4e2f94a41697a9b,Half-Elf,Sage,2019-07-10T19:54:57Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,9,15,9,14,14,14,10,16,CG,Sleight of Hand|Stealth|Arcana|History|Investigation|Persuasion,"Crossbow, light|Dagger",Fire Bolt*0|Shocking Grasp*0|Ray of Frost*0|Acid Splash *0|Magic Missile*1|Detect Magic*1,Cha,,United States,US,angry_bassi
d7bfc063add9ddacb2a7405e34a8abdf,Lineage - Glas,Charlatan,2019-07-09T13:49:57Z,Sorcerer 1,Sorcerer,Wild Magic,1,,7,11,9,12,13,15,10,19,,Sleight of Hand|Arcana|Deception|Persuasion,Dagger|Fire Bolt|Ray Of Frost|Poison Spray|Shocking Grasp,Minor Illusion*0|Fire Bolt*0|Ray Of Frost*0|Poison Spray*0|Shocking Grasp*0|Shield*1|Expeditious Retreat*1,Cha,,United States,US,sweet_kalam
9efbc6ae5f04ccd75cbbd4aa82f3c489,Half-Elf,Urban Bounty Hunter,2019-07-19T19:28:45Z,Sorcerer 1,Sorcerer,Divine Soul,1,,8,13,8,16,14,10,12,16,Chaotic Good,Stealth|Arcana|Perception|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Prestidigitation*0|Burning Hands 3d6*1|Cure Wounds 1d8+3*1|Shield +5 to AC*1,Cha,,,,relaxed_jennings
0c48d43e8c2e3412023c9a70c02932df,Tiefling,Guild Artisan,2019-07-20T23:25:12Z,Sorcerer 1,Sorcerer,Shadow Magic,1,,8,11,8,13,15,16,14,20,,Insight|Intimidation|Persuasion,Dagger,,Cha,,,,zen_ardinghelli
565104e9a3289ff55b5474aaac12a625,Protector Aasimar,Acolyte,2021-10-14T23:15:14Z,Sorcerer 1,Sorcerer,Storm Sorcery,1,,9,12,11,15,16,9,14,20,NG,Arcana|Religion|Insight|Persuasion,"Crossbow, light|Dagger",Fire Bolt *0|Frostbite *0|Mold Earth *0|Prestidigitation*0|Light *0|Chaos Bolt *1|Shield *1,Cha,,United States,US,wizardly_lamarr
b1dc5f4764f07901a8441af77fa1558e,Half-Elf,Urchin,2019-07-11T04:00:16Z,Sorcerer 1,Sorcerer,Wild Magic,1,,8,12,8,14,15,10,12,17,,Sleight of Hand|Stealth|Religion|Insight|Deception|Persuasion,Quarterstaff|Dagger,,Cha,,Canada,CA,admiring_hawking
3be8ec5ae418ce22230f2d6906d11adc,Mountain Dwarf,Folk Hero,2019-06-06T16:06:50Z,Sorcerer 1,Sorcerer,Stone,1,,8,16,17,10,16,8,10,14,,Animal Handling|Survival|Intimidation|Persuasion,Dagger,,Cha,,United States,US,eager_nobel
2717540b2eeeb26d82b57e0123634609,Half-Elf,Outlander,2021-10-21T12:48:31Z,Sorcerer 1,Sorcerer,Wild Magic,1,,6,12,12,14,11,9,13,17,,Athletics|Arcana|Perception|Survival|Deception,Handaxe|Dagger,Fire Bolt*0|Prestidigitation*0|Thunderclap*0|Shocking Grasp*0|Burning Hands*1|Disguise Self*1,Cha,,United Kingdom,GB,pedantic_heyrovsky
d91afa5ce74ae375105b51e7526eb27f,Half-Elf,Noble,2019-06-16T09:17:26Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,8,16,8,16,12,14,10,16,Caótico Neutral,Arcana|History|Investigation|Religion|Deception|Persuasion,"Crossbow, light|Dagger",Prestidigitación*0|Rayo De Escarcha*0|Contacto Electrizante*0|Luz*0|Escudo*1|Proyectil Magico*1,Cha,,Canada,CA,zen_newton
a0bc553ba79536f4e5063b798e73512a,Mountain Dwarf,Investigator,2021-10-10T21:17:57Z,Sorcerer 1,Sorcerer,Divine Soul,1,,8,11,16,13,15,15,17,17,,Arcana|Investigation|Insight|Persuasion,"Crossbow, light|Dagger",Cure Wounds*1,Cha,,United States,US,jovial_bardeen
2e775d62f2adc57858189f1cff7e40e8,Dragonborn,Sage,2019-06-10T10:27:38Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,9,15,16,15,15,16,16,18,,Arcana|History|Insight|Persuasion,"Crossbow, light|Dagger",Mage Hand*0|Message*0|Prestidigitation*0|Poison Spray*0|Mage Armor*1|Sleep*1,Cha,,Canada,CA,cranky_visvesvaraya
8e9c5da39a163a43784a2ced3c70931e,Half-Orc,Acolyte,2019-08-17T16:24:15Z,Sorcerer 1,Sorcerer,Wild Magic,1,,7,11,5,13,12,15,13,18,,Religion|Insight|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",,Cha,,United Kingdom,GB,gifted_fermat
f8e506cf7c52ebe002ac581547bc0260,Dragonborn,Acolyte,2019-08-17T17:43:55Z,Sorcerer 1,Sorcerer,Wild Magic,1,,6,11,15,12,10,9,10,20,,Arcana|Religion|Insight|Persuasion,"Crossbow, light|Dagger",chill touch*0|mending*0|message*0|mage hand*0|magic missile*1|shield*1,Cha,,United Kingdom,GB,nifty_ptolemy
6deff0780cf6c27f1ea32aca63a1929b,Half-Elf,Charlatan,2019-07-25T03:09:33Z,Sorcerer 1,Sorcerer,Shadow Magic,1,,9,10,10,10,16,12,10,17,,Sleight of Hand|Arcana|Perception|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",Minor illusion*0|Toll the Dead*0|Message*0|Dancing Lights*0|Charm Person*1|Silent Image*1,Cha,,,,crazy_mccarthy
e84a06092eb6255521c666229de8732a,Half-Elf,Hermit,2020-08-06T08:28:44Z,Sorcerer 1,Sorcerer,Wild Magic,1,,7,11,9,12,13,12,13,16,,Arcana|Religion|Insight|Medicine|Persuasion,Spear|Dagger,,Cha,,United States,US,compassionate_visvesvaraya
8ebe0ea96455f71b83cf017d0288ac0c,Half-Elf,Acolyte,2019-08-03T12:14:20Z,Sorcerer 1,Sorcerer,Divine Soul,1,,6,11,8,13,14,10,14,17,,Religion|Insight|Perception|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",Guidance*0|Thaumaturgy*0|Sacred Flame*0|Minor Illusion*0|Cure Wounds*1|Shield*1|Healing Word*1,Cha,,,,priceless_khayyam
fdd486b133fe2defb2872f78a58b88dc,Half-Elf,Noble,2019-08-02T02:44:07Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,9,15,8,15,14,10,10,19,Neutral Good,Arcana|History|Insight|Perception|Deception|Persuasion,Shortbow|Dagger,,Cha,,Canada,CA,recursing_faraday
1f0ccfc4b6f85e68bc0a5cad5ab2990b,Goblin,Charlatan,2020-01-01T21:40:00Z,Sorcerer 1,Sorcerer,Storm Sorcery,1,,6,12,8,15,11,12,14,15,,Sleight of Hand|Arcana|Deception|Persuasion,"Crossbow, light|Dagger",Fire Bolt*0|Lightning Lure*0|Thunder Clap*0|Magic Missile*1|Witch Bolt*1,Cha,,,,wonderful_ptolemy
3e5c3be4fba6cc85956672d76e0c1360,Lightfoot Halfling,Commoner,2020-06-11T23:26:12Z,Sorcerer 1,Sorcerer,Wild Magic,1,,7,13,8,16,13,10,12,16,,Sleight of Hand|Stealth|Arcana|Persuasion,Unarmed strike|Dagger,"Chill Touch - 1d8 Necrotic, Ranged Spell Attack, Can't Regain Hp*0|Shocking Grasp- 1d8 Lightning, Melee  Spell Attack, Prevents Reaction*0|Frostbite - 1d6, constitution save, disadvantage on next attack*0|Message - Target Within 120ft Hears Message And Can Respond*0|+1 At 4,10*0|Chaos Bolt - 2d8 + 1d6 Random, Jumps if double*1|Magic Missile - 3(1d4 + 1)*1|Can Replace A Spell Every Level*1|+1 Every Lvl Except 12,14,16,18-20*1|Level 2: Color Spray - Blind 6d10 Hp Worth Of Creatures In 15ft Cone*1",Cha,,Canada,CA,gifted_wright
31d0062f48f68511d4be1cea8fa767e2,Tiefling,Charlatan,2020-06-18T17:47:29Z,Sorcerer 1,Sorcerer,Divine Soul,1,,7,11,10,13,12,12,12,17,,Sleight of Hand|Insight|Deception|Persuasion,"Crossbow, light|Dagger",Bane*1,Cha,,United States,US,infallible_dhawan
596301921fa7fe02d990305225bca1c9,Tabaxi,Far Traveler,2020-06-05T20:06:40Z,Sorcerer 1,Sorcerer,Wild Magic,1,,8,13,12,17,14,14,9,17,,Stealth|Arcana|Insight|Perception|Deception,"Dagger|Crossbow, Light",Chill Touch 1d8 Nec.*0|Blade Ward*0|Prestidigitation*0|Booming Blade moving 1d8 Thunder*0|Shield +5 AC Reaction *1|Chaos Bolt 2d8+1d6 Random*1,Cha,,,,elegant_heyrovsky
6cc8f47bae6b1f4d347ed8bb10eb7cdc,Aasimar,Urban Bounty Hunter,2020-05-09T03:40:18Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,9,13,10,10,14,10,15,16,Chaotic Good,Arcana|Religion|Insight|Persuasion,"Crossbow, light|Dagger",Fire Bolt*0|Prestidigitation*0|Shocking Grasp*0|True Strike*0|Magic Missle*1|Sleep*1,Cha,,United States,US,serene_moser
737f15e75f8dee185a44b84658d69f1b,Animal Hybrid,Mercenary Veteran,2020-05-08T02:58:37Z,Sorcerer 1,Sorcerer,Shadow Magic,1,,9,11,13,12,14,13,14,12,,Athletics|Persuasion,Spear|Longbow,Minor Illusion*0|Acid Splash*0|Ray Of Frost*0|Blade Ward*0|Shield*1|Sleep*1,Cha,animal enhancement/Nimble Climber,United States,US,gracious_kilby
7a0bb01a9cb3a2574e149845c14e57dc,Forest Gnome,Criminal,2020-05-11T18:04:06Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,5,14,8,13,10,15,14,15,,Stealth|Arcana|Insight|Deception,"Dagger|Crossbow, Hand",Fire Bolt*0|Frostbite*0|Message*0|Mage Hand*0|False Life(necro)*1|Ray Of Sickness(necro)*1,Cha,,Canada,CA,wizardly_elgamal
6b1afb2ef34b09cc48e7cbd37b278950,Triton,City Watch,2020-11-04T20:10:35Z,Sorcerer 1,Sorcerer,Storm Sorcery,1,,9,12,14,14,16,14,9,19,LG,Athletics|Arcana|Insight|Deception,Spear|Dagger,,Cha,,,,festive_hypatia
8e0719fdbda5b6702be02b48443b1c14,Dragonborn,Sage,2020-09-18T15:29:39Z,Sorcerer 1,Sorcerer,Wild Magic,1,,6,11,8,12,11,14,14,16,,Arcana|History|Deception|Persuasion,Quarterstaff|Dagger,Minor Illusion*0|Firebolt*0|Dancing Lights*0|Prestidigitation*0|Chaos Bolt*1|Feather Fall*1,Cha,,,,quizzical_nightingale
37af3a3758211b823483999d372da9bc,Mountain Dwarf,Outlander,2020-10-28T17:19:35Z,Sorcerer 1,Sorcerer,Wild Magic,1,,7,10,14,7,12,14,9,17,Lawful Good,Athletics|Nature|Survival|Deception,"Crossbow, light|Dagger",Light*0|Mage Hand*0|True Strike*0|Firebolt*0|Magic Missile*1|Sleep*1,Cha,,Canada,CA,elastic_buck
74e51f5141b987e041d416717067129b,Human,Guild Artisan,2020-09-27T21:43:56Z,Sorcerer 1,Sorcerer,Shadow Magic,1,Magic Initiate,8,13,10,17,14,10,13,17,,Sleight of Hand|Insight|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",Create Bonfire*0|Frostbite *0|Mold Earth *0|Message*0|Prestidigitation*0|Toll The Dead*0|Chaos Bolt*1|Shield*1|Mage Armour (MI) *1,Cha,,Canada,CA,blissful_kirch
a7961330d200a0ac206508bac0408347,Tiefling,Mercenary Veteran,2021-04-13T03:39:24Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,10,14,12,13,16,7,13,20,,Athletics|Arcana|Insight|Persuasion,Dagger,Fire Bolt*0|Mage Hand*0|Message*0|Thunderclap*0|Comprehend Languages*1|Disguise Self*1,Cha,,,,mystifying_hamilton
95db793b163ec249d1089ad34984cf75,Human,Custom,2020-02-05T08:48:09Z,Sorcerer 1,Sorcerer,Shadow Magic,1,,8,10,11,11,15,14,11,16,,Insight|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",,Cha,,Canada,CA,festive_feistel
0dc9baa61287880a14f7747861541dd0,Tiefling,Inheritor,2021-03-30T15:44:20Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,10,15,13,14,16,16,16,20,,History|Survival|Deception|Persuasion,Quarterstaff|Dagger,Vicious Mockery*0|Message*0|Mind Sliver*0|Mending*0|Shocking Grasp*0|Burning Hands*1,Cha,tiefling variants menu/Devil's Tongue,,,vigorous_ride
51e1150d424268c812da862cd3b6d7f2,Half-Elf,Charlatan,2020-04-10T03:49:40Z,Sorcerer 1,Sorcerer,Wild Magic,1,,6,12,8,15,14,10,12,17,Neutral,Sleight of Hand|Arcana|Deception|Intimidation|Persuasion,"Quarterstaff|Dagger|Crossbow, light",Fire Bolt*0|Minor Illusion*0|Friends*0|Mage Hand*0|Mage Armor*1|Chaos Bolt*1,Cha,,Canada,CA,angry_hamilton
22c47db349346d6aca7f6c12d32cead8,Wood Elf,Cloistered Scholar,2021-05-05T16:00:47Z,Sorcerer 1,Sorcerer,Wild Magic,1,,8,12,8,15,14,10,13,15,,Arcana|History|Insight|Perception|Persuasion,"Crossbow, light|Dagger",,Cha,,United States,US,priceless_kirch
b394c8ff615aed70b652d290bb3327f9,Human,Noble,2021-01-28T00:24:07Z,Sorcerer 1,Sorcerer,Aberrant Mind,1,Telekinetic,8,11,8,12,15,14,10,17,LN,Arcana|History|Insight|Deception|Persuasion,"Dagger|Crossbow, Light",Mind Sliver*0|Mage Hand*0|Mold Earth*0|Shape Water*0|Shocking Grasp*0|Minor Illusion*0|Arms of Hadar*1|Dissonent Whispers*1|Catapult*1|Mage Armor*1,Cha,,Canada,CA,angry_snyder
39fda86be26db998959706c4e4d34c66,Scourge Aasimar,Far Traveler,2020-03-19T16:37:34Z,Sorcerer 1,Sorcerer,Divine Soul,1,,8,11,8,12,14,10,14,17,,Insight|Perception|Intimidation|Persuasion,"Crossbow, light|Dagger",Bless*1,Cha,,,,condescending_tesla
adf0ba9ebf638cc1de9ba92c6390c358,High Elf,Acolyte,2020-03-14T20:26:25Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,9,15,16,15,14,13,9,16,,Arcana|Religion|Insight|Perception|Persuasion,Handaxe|Dagger,,Cha,,United States,US,infallible_gould
046462b8e65925652069d44741b5a614,Birdfolk,Far Traveler,2020-04-02T21:13:34Z,Sorcerer 1,Sorcerer,Phoenix,1,,7,13,8,16,12,10,14,15,,Arcana|Insight|Perception|Persuasion,"Crossbow, light|Dagger",Control Flames*0|Fire Bolt*0|Gust*0|Prestidigitation*0|Burning Hands*1|Feather Fall*1,Cha,,Chile,CL,elastic_villani
5d1d56a2bf5465518e5c08f11997789d,Wood Elf,Entertainer,2021-03-05T20:19:00Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,8,13,10,10,12,14,16,13,Neutral Good,Acrobatics|Arcana|Insight|Perception|Performance,Dagger,Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Message*0|Burning Hands*1|Color Spray*1,Cha,,United States,US,cocky_rubin
ff96817d9ae0b5f18b9e15139a74fbd6,Dragonborn,Folk Hero,2020-03-28T23:56:39Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,8,13,14,10,12,12,12,16,,Animal Handling|Insight|Survival|Intimidation,Mace|Dagger,Fire Bolt D10*0|Acid Splash D6*0|Ray of Frost D8*0|Shocking Grasp D8*0|Shield*1|Magic Missile D4+1*1,Cha,,United States,US,upbeat_lederberg
6b676da6bedfd42f3ab744b4507a9264,Forest Gnome,Folk Hero,2022-03-24T02:01:07Z,Sorcerer 1,Sorcerer,Aberrant Mind,1,,4,10,9,9,10,15,17,8,Gandalf,Arcana|Animal Handling|Insight|Survival,Quarterstaff|Dagger,Mind Sliver*0|Arms of Hatred*1|Dissonent Whispers*1,Cha,,,,happy_cocks
65a9e8b46882fe2de9fa140ffb8b1e8c,Scourge Aasimar,Charlatan,2018-12-03T14:15:21Z,Sorcerer 1,Sorcerer,Divine Soul,1,,8,12,10,14,14,10,10,17,,Sleight of Hand|Insight|Deception|Persuasion,Quarterstaff|Dagger,Cure Wounds*1,Cha,,Canada,CA,wonderful_dewdney
8c4fe775d83d5cbbc13d49cc559acad7,Rock Gnome,Far Traveler,2018-06-02T17:24:41Z,Sorcerer 1,Sorcerer,Wild Magic,1,,8,10,9,9,15,12,14,15,,Arcana|Insight|Perception|Persuasion,"Crossbow, light|Dagger",Light*0|Prestidigitation*0|Ray of Frost*0|Shocking Grasp*0|Shield*1|Magic Missile*1,Cha,,Canada,CA,vibrant_lewin
445dc5c8b80a2a219a45a8ab4a082691,Tiefling,Charlatan,2018-12-21T22:28:41Z,Sorcerer 1,Sorcerer,Divine Soul,1,,2,11,13,13,10,12,11,17,,Sleight of Hand|Arcana|Deception|Intimidation,"Mace|Dagger|Crossbow, light",Mage Hand*0|Gust*0|Firebolt*0|Frostbite*0|Cure Wounds*1|False Life*1,Cha,,,,trusting_rubin
6f2f122c4e7fd24c46ca585954de7f60,Tabaxi,Acolyte,2022-04-04T02:14:01Z,Sorcerer 1,Sorcerer,Aberrant Mind,1,,9,13,10,16,17,13,15,11,,Stealth|Arcana|Religion|Insight|Perception|Persuasion,Club|Dagger,Mind Sliver*0|Arms of Hatred*1|Dissonent Whispers*1,Cha,,,,lucid_jennings
f8c28710a603621c0913cefa60a47fb8,Half-Elf,Noble,2022-04-06T08:15:30Z,Sorcerer 1,Sorcerer,Storm Sorcery,1,,7,12,8,14,12,14,11,17,,Acrobatics|Arcana|History|Religion|Performance|Persuasion,Dagger,,Cha,,,,tender_wu
154481fa41a1be54b19a697e22aa67b5,Lineage - Glasya,Criminal - Spy,2018-11-23T18:16:25Z,Sorcerer 1,Sorcerer,Divine Soul,1,,9,13,9,17,16,7,14,19,Good,Stealth|Insight|Deception|Persuasion,Quarterstaff|Dagger,Guidance*0|Minor Illusion *0|Toll The Dead*0|Shocking Grasp*0|Ray Of Frost (Tiefling Racial)*0|Bless*1|Healing Word*1|Sleep*1,Cha,,United States,US,affectionate_booth
e1be5e0966ef46ebaf02948c515ceaba,Half-Elf,City Watch,2018-05-17T11:07:32Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,10,16,8,16,16,13,12,18,,Athletics|Arcana|History|Insight|Perception|Persuasion,"Crossbow, light|Dagger",,Cha,,Canada,CA,infallible_hodgkin
3d769e5fbf233b9ccedce11e015d2a4f,Dragonborn,Charlatan,2018-05-17T23:18:27Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,11,14,15,13,18,13,11,14,CN,Sleight of Hand|Arcana|Deception|Persuasion,Quarterstaff|Dagger,,Cha,,,,friendly_mcnulty
413611dca760215a5309a9ed923bf082,Tiefling,Hermit,2022-03-05T06:40:30Z,Sorcerer 1,Sorcerer,Clockwork Soul,1,,8,12,12,14,15,14,12,18,,Arcana|Religion|Medicine|Intimidation,Quarterstaff|Dagger,Fire Bolt*0|True Strike*0|Mind Sliver*0|Poison Spray*0|Alarm*1|Protection from Evil and Good*1|Chromatic Orb*1|Witch Bolt*1,Cha,,Canada,CA,silly_raman
3072fac01ea570400f6416cf253949cb,Dragonborn,Guild Member - Law,2019-01-17T18:36:37Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,9,13,16,10,14,10,10,16,,Arcana|Insight|Persuasion,Quarterstaff|Dagger,Fire Bolt*0|Prestidigitation*0|Control Flames*0|Blade Ward*0|Sheild*1|Burning Hands*1,Cha,,,,admiring_bohr
161fc2624d1ca12224da0a6dcec9c12a,Tiefling,Hermit,2022-03-11T21:20:39Z,Sorcerer 1,Sorcerer,Aberrant Mind,1,,7,11,10,12,13,11,12,16,,Arcana|Religion|Medicine|Intimidation,Dagger,Mind Sliver*0|Arms of Hatred*1|Dissonent Whispers*1,Cha,,Canada,CA,trusting_goldstine
3d490796e08b0e12e91a6da91ee181af,Human,Hermit,2018-12-29T21:29:40Z,Sorcerer 1,Sorcerer,Shadow Magic,1,Magic Initiate,9,13,12,16,17,12,12,18,,Arcana|Religion|Insight|Medicine|Persuasion,Dagger,,Cha,,Canada,CA,jolly_dijkstra
bead7f985e64a707714875f2740b231f,Orc,Rakdos,2018-12-26T19:23:59Z,Sorcerer 1,Sorcerer,Wild Magic,1,,9,11,13,13,17,12,13,18,chaotic evil,Acrobatics|Deception|Intimidation|Performance|Persuasion,,Shocking Grasp*0|Firebolt*0|Acid Spray*0|Frostbite*0|Chromatic Orb*1|Magic Missle*1,Cha,,United States,US,wonderful_euclid
7dfd7736b6854cade6ca4439daac9e13,Dark Elf,Guild Artisan,2018-05-27T19:52:00Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,9,13,9,10,15,11,13,18,Chaotic Neutral ,Insight|Perception|Deception|Intimidation|Persuasion,"Dagger|Crossbow, Hand",Firebolt*0|Dancing Lights*0|True Strike*0|Chill Touch*0|Message*0|Shield*1|Chromatic Orb*1,Cha,,Canada,CA,unruffled_lederberg
