hash,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,alias
bea29a418959f935cb4660d87f926168,Changeling,Hermit,2021-07-27T20:25:27Z,Warlock 1,Warlock,The Fathomless,1,,7,10,9,6,11,10,12,17,,Arcana|History|Religion|Medicine|Deception|Intimidation,Spear|Dagger,,Cha,,United States,US,cranky_gagarin
abe8da5cd126ab3d7dce592812b89b7e,Dragonborn,Noble,2019-10-26T06:36:40Z,Warlock 1,Warlock,The Hexblade,1,,9,12,16,13,12,8,10,16,Neutral,History|Deception|Intimidation|Persuasion,Greatclub|Javelin|Dagger,,Cha,,United States,US,flamboyant_tu
09e7afb900c1e209c96d8ffae09f8c10,Half-Elf,Far Traveler,2019-11-30T00:16:46Z,Warlock 1,Warlock,The Hexblade,1,,11,16,13,14,16,10,12,18,,Acrobatics|Insight|Perception|Deception|Intimidation|Persuasion,Pact Weapon,Eldritch Blast*0|Booming Blade *0|Hex *1|Armor Of Agathys*1,Cha,,Canada,CA,stoic_booth
5ef68bf9abc35b6ad448492a6086b1ba,Lineage - Fier,Custom,2021-05-18T03:38:25Z,Warlock 1,Warlock,The Hexblade,1,,8,12,8,15,11,14,10,16,,Arcana|History|Deception|Persuasion,Dagger,,Cha,,United States,US,dreamy_swartz
6aac87bf8a4bce3881ba59d01b698fde,Tiefling,Entertainer,2021-05-19T17:50:51Z,Warlock 1,Warlock,The Fiend,1,,10,11,8,10,14,15,10,17,,Acrobatics|Investigation|Deception|Performance,"Crossbow, light|Dagger",,Cha,,United States,US,affectionate_shirley
1b962290235dcdd521d2ce12cd20a10e,Human,City Watch,2019-12-11T22:53:07Z,Warlock 1,Warlock,The Archfey,1,,10,11,10,10,14,11,14,18,,Athletics|Arcana|Nature|Insight,"Crossbow, light|Dagger|Dagger",,Cha,,Mexico,MX,confident_carson
e8aaf23dd5e3d35514014399b121dea8,,Custom,2021-06-09T13:11:29Z,Warlock 1,Warlock,The Hexblade,1,,10,13,13,15,14,11,9,16,,Arcana|Investigation|Deception|Intimidation,"Crossbow, light|Dagger",,Cha,,,,heuristic_taussig
5f3e133474647151df73cf07626e452f,Dark Elf,Faction Agent,2019-10-28T22:58:51Z,Warlock 1,Warlock,The Fiend,1,,10,13,14,14,15,13,13,16,,Arcana|Investigation|Insight|Perception|Intimidation,"Crossbow, light|Dagger",,Cha,,Brazil,BR,determined_gauss
3c12686e1cf528507bf3d1101c273701,Dragonborn,Marine,2019-09-03T00:30:46Z,Warlock 1,Warlock,The Archfey,1,,7,12,11,13,15,10,9,16,,Athletics|Survival|Deception|Intimidation,"Crossbow, light|Dagger",,Cha,,,,jovial_volhard
345cfe03abe54648b4e534526c25ede9,Goblin,Criminal,2021-06-08T21:29:12Z,Warlock 1,Warlock,The Genie,1,,10,15,8,18,14,12,10,16,,Stealth|Deception,"Crossbow, light|Dagger",,Cha,,,,priceless_feistel
a0cc0926534612d90f7dd3f36e619f1d,Half-Elf,Inheritor,2019-11-12T06:30:07Z,Warlock 1,Warlock,The Archfey,1,,10,14,8,16,14,14,10,17,,Arcana|Investigation|Nature|Survival|Deception,"Crossbow, light|Dagger",Eldritch Blast*0|Mage Hand*0|Sleep*1|Witchbolt*1,Cha,,,,boring_almeida
739411a2a310dcc2f376907b6682d5ca,Tiefling,Custom,2019-07-02T06:12:53Z,Warlock 1,Warlock,The Hexblade,1,,10,13,8,14,14,13,10,16,,History|Survival,Mace|Spear|Dagger,,Cha,,United States,US,pedantic_mirzakhani
d781975d393018b1693ea01d2c15c351,Hobgoblin,Soldier,2019-07-20T19:51:20Z,Warlock 1,Warlock,The Fiend,1,,12,11,14,9,18,14,13,17,,Athletics|Arcana|Investigation|Intimidation,Dagger|Longsword,,Cha,,United States,US,vigilant_jackson
e66c3dc4b83f4931293ea0683efe775c,Warforged,Cloistered Scholar,2019-07-20T03:24:00Z,Warlock 1,Warlock,The Hexblade,1,,11,12,14,11,16,11,14,16,,Arcana|History|Investigation|Deception,Mace|Handaxe|Dagger,,Cha,,Canada,CA,wizardly_gates
e430c735ef029f67260bf8630c40df18,Satyr,Custom,2021-09-28T15:39:16Z,Warlock 1,Warlock,The Celestial,1,,10,10,17,9,15,8,8,14,,Arcana|History|Nature|Animal Handling|Performance|Persuasion,Quarterstaff|Shortbow|Dagger,Light*0|Sacred Flame*0,Cha,,United States,US,happy_dijkstra
363562d8a011c0f7c50020e5e8e130fa,Tiefling,Charlatan,2019-07-11T04:11:50Z,Warlock 1,Warlock,The Archfey,1,,10,12,10,13,14,13,8,17,,Sleight of Hand|Nature|Deception|Intimidation,"Crossbow, light|Sickle|Dagger",,Cha,,Canada,CA,zealous_jang
98397883dd94b21219c8540adf3071a2,Triton,Charlatan,2019-06-07T11:41:39Z,Warlock 1,Warlock,The Hexblade,1,,9,14,11,14,12,13,14,18,Chaotic Neutral,Sleight of Hand|Arcana|Deception|Intimidation,Javelin|Dagger|Scimitar,Eldritch Blast*0|Prestidigitation*0|Armor of Agathys*1|Hellish Rebuke*1|Shield*1|Wrathful Smite*1,Cha,,Portugal,PT,pedantic_hofstadter
adc0222725b3191c33afef79ad7ed57c,Lineage - Levi,Urban Bounty Hunter,2019-06-06T03:52:51Z,Warlock 1,Warlock,The Fiend,1,,9,13,7,14,12,9,12,18,Chaotic Neutral,Investigation|Insight|Deception|Persuasion,"Crossbow, light|Dagger",Ray Of Frost*0|Eldritch Blast*0|Prestidigitation*0|Hex*1|Charm Person*1|Burning Hands*1|Command*1,Cha,,Canada,CA,condescending_hodgkin
5879200e9d1f5e60845a549f929df54f,Half-Elf,Acolyte,2021-10-21T12:47:38Z,Warlock 1,Warlock,The Hexblade,1,,10,13,10,15,14,8,12,17,,Arcana|Investigation|Religion|Insight|Deception|Intimidation,Dagger|Spear|Dagger,Eldritch Blast*0|Poison Spray*0|Shield*1|Wrathful Smite*1|Hex*1|Expeditious Retreat*1,Cha,,United Kingdom,GB,brave_sanderson
93304af7125887ade4259d4f5d408dde,Tiefling,Urchin,2019-06-13T13:10:52Z,Warlock 1,Warlock,The Great Old One,1,,9,12,12,13,13,14,12,14,Chaotic Good,Sleight of Hand|Stealth,"Crossbow, light|Dagger",,Cha,,,,zen_hugle
75db2e17312bf7172e70e9de9f892aeb,Human,Noble,2021-08-20T15:09:22Z,Warlock 1,Warlock,The Fiend,1,,10,11,9,11,15,15,13,15,,Arcana|History|Investigation|Persuasion,Dagger|Dagger|Dagger,,Cha,,Canada,CA,naughty_cray
a68ec9cd02543cb1aef4ccadfa113c5d,Tiefling,Charlatan,2019-08-12T21:57:29Z,Warlock 1,Warlock,The Archfey,1,,10,12,8,13,14,14,10,19,Chaotic Neutral,Sleight of Hand|Arcana|History|Deception,"Crossbow, light|Dagger",Eldrich Blast*0|Chill Touch*0|Thaumaturgy*0|Charm Person*1|Witch Bolt*1,Cha,,United States,US,quizzical_hodgkin
8f97e4387ccd9a0f710958e609910262,Tiefling,Sage,2019-08-11T03:22:43Z,Warlock 1,Warlock,The Celestial,1,,10,13,8,15,14,14,10,18,Chaotic Neutral,Arcana|History|Religion|Intimidation,"Crossbow, light|Dagger",Light*0|Sacred Flame*0,Cha,,United States,US,blissful_bartik
0ed237b7d70cea5af474b7274fbc73d6,Scourge Aasimar,Far Traveler,2019-08-31T00:15:11Z,Warlock 1,Warlock,The Hexblade,1,,11,15,14,10,16,8,10,16,Neutral Good,Investigation|Insight|Perception|Intimidation,Pact Blade|Eldritch Blast,Eldritch Blast*0|Prestidigitation*0|Hex*1|Armor Of Agathys*1,Cha,,,,trusting_cartwright
a6b403feec8377536af7a05b33b3d172,Human,Haunted One,2019-08-24T04:32:56Z,Warlock 1,Warlock,The Hexblade,1,War Caster,9,11,10,10,16,6,8,18,,Arcana|Investigation|Survival|Deception|Intimidation,Quarterstaff|Handaxe|Dagger,,Cha,,Canada,CA,zen_feynman
8cabdbefac38ae37eb055684e8c20af8,Goblin,Criminal,2021-08-12T01:48:23Z,Warlock 1,Warlock,The Genie,1,,10,15,9,18,14,12,10,16,,Stealth|Deception,Club|Handaxe|Dagger,,Cha,,,,nostalgic_lovelace
39d08b2b6855e227e3cc7453025d99ca,Changeling,Charlatan,2021-09-21T06:54:41Z,Warlock 1,Warlock,The Archfey,1,,9,14,8,16,13,12,8,17,,Sleight of Hand|Investigation|Deception|Intimidation|Persuasion,Spear|Dagger|Dagger,,Cha,,Thailand,TH,hungry_kirch
f0fa961b8bb720bce4842f938acb92aa,Human,Hermit,2021-09-09T19:24:36Z,Warlock 1,Warlock,The Hexblade,1,Polearm Master,10,13,14,14,16,14,12,16,,Arcana|Religion|Medicine|Deception|Intimidation,Sickle|Dagger|Glaive,,Cha,,United States,US,musing_blackburn
099000a531f5e3040d5651a14141e99c,Earth Genasi,Archeologist,2020-07-11T21:32:17Z,Warlock 1,Warlock,The Hexblade,1,,8,12,11,13,16,8,12,15,neutral,History|Nature|Survival|Intimidation,Shortbow|Dagger|War pick,Booming Blade*0|Mage Hand*0|4:*0|10:*0|Hex*1|Armor Of Agathys*1|New Spell Every Level Until 10*1|Then New Spell Every Other Level*1|Shield*1|Wrathful Smite*1,Cha,,,,practical_visvesvaraya
70191fa46a8e7680fc821a3729f3b88f,Half-Elf,Criminal,2020-05-06T21:23:06Z,Warlock 1,Warlock,The Hexblade,1,,11,18,10,14,16,10,10,16,Chaotic Neutral,Sleight of Hand|Stealth|Investigation|Perception|Deception|Intimidation,"Dagger|Crossbow, Light|Longsword",Booming Blade*0|Eldritch Blast*0|Mage hand*0|Armor of Agathys*1|Wrathful Smite*1,Cha,,Netherlands,NL,vigilant_hertz
75cfb28306e26be7bd02204ac4647988,Scourge Aasimar,Sage,2020-05-04T16:05:06Z,Warlock 1,Warlock,The Celestial,1,,8,11,13,10,11,11,13,17,Chaotic good ,Arcana|History|Investigation|Religion,"Crossbow, light|Dagger",Light*0|Sacred Flame*0,Cha,,United States,US,stupefied_gates
f1822a9c0fd6f4b8bf4a63ae2710bdf6,Human,Noble,2020-05-07T22:06:48Z,Warlock 1,Warlock,The Fiend,1,,7,12,11,13,9,15,14,16,,Arcana|History|Intimidation|Persuasion,"Crossbow, light|Dagger",,Cha,,United States,US,crazy_hodgkin
bb378b26228e319f15da00afe0907122,Lineage - Levi,Soldier,2021-01-16T03:51:20Z,Warlock 1,Warlock,The Hexblade,1,,11,15,8,14,16,10,10,16,,Athletics|Arcana|Investigation|Intimidation,"Crossbow, light|Dagger|Longsword",Ray Of Frost*0|Mage Hand*0|Green-Flame Blade*0|Wrathful Smite*1|Witch Bolt*1,Cha,,,,laughing_mirzakhani
58ada98f7c67dcdaf1777f63fc2b41d4,Triton,Far Traveler,2020-09-08T22:29:54Z,Warlock 1,Warlock,The Great Old One,1,,5,11,6,10,13,8,7,16,,Insight|Perception,Dagger|Handaxe|Dagger,,Cha,,,,thirsty_wescoff
85deb51eddc173b6bf00f86dfe01fac1,Sea Elf,Fisher,2020-10-05T10:45:42Z,Warlock 1,Warlock,The Celestial,1,,7,14,15,16,8,12,11,10,,History|Nature|Perception|Survival|Intimidation,"Crossbow, light|Dagger",Light*0|Sacred Flame*0,Cha,,Australia,AU,romantic_hoover
f19578f4d97a79ff08769b9d1e069970,Locathah,Charlatan,2020-09-23T19:43:54Z,Warlock 1,Warlock,The Undying,1,,9,14,9,14,12,14,14,15,,Athletics|Sleight of Hand|Religion|Perception|Deception|Intimidation,"Crossbow, light|Dagger|Whip",Spare the Dying*0,Cha,,Canada,CA,cranky_dewdney
90808fcef83469b57635925db1bb7522,Half-Elf,Courtier,2020-08-06T07:27:21Z,Warlock 1,Warlock,The Archfey,1,,9,11,12,11,13,12,12,17,CN,Arcana|Insight|Perception|Deception|Persuasion,"Crossbow, light|Dagger",Eldritch Blast *0|Faerie Fire*1|Sleep*1,Cha,,United States,US,brave_nightingale
04e50671b70f22dbf59bd22f10e8a7de,Serpentblood,Guild Member - Mayhem,2020-12-12T06:48:41Z,Warlock 1,Warlock,The Great Old One,1,,9,13,8,14,12,14,10,17,,Acrobatics|Deception|Performance|Persuasion,"Crossbow, light|Dagger",,Cha,,Canada,CA,objective_maxwell
c5e757da82c69b29762a8c364ffc3027,Tiefling,Charlatan,2021-04-02T01:42:37Z,Warlock 1,Warlock,The Great Old One,1,,10,12,10,13,14,11,10,17,,Sleight of Hand|Investigation|Religion|Deception,"Crossbow, light|Dagger",Eldritch Blast*0|Minior Illusion*0|Witch Bolt*1|Dissonent Whispers*1|Tashas Hideous Laughter*1,Cha,,,,festive_swartz
96b29d8271178ba2623c1a4293f397b7,Dragonborn,Noble,2020-12-02T15:11:53Z,Warlock 1,Warlock,The Undying,1,,9,14,14,19,13,16,19,12,Chaotic Neutral,Arcana|History|Nature|Religion|Medicine|Persuasion,Sickle|Handaxe|Dagger,Spare the Dying*0|Chill Touch*0|Bane*1|False Life*1,Cha,,,,hardcore_brown
df76c6040ac732b5b72a2a9e855813aa,Dragonborn,Sage,2021-04-11T21:37:16Z,Warlock 1,Warlock,The Hexblade,1,,10,12,10,12,14,10,13,16,,Arcana|History|Investigation|Nature,Mace|Spear|Dagger,,Cha,,United States,US,dreamy_murdock
c78bd2929bc66a71091aa23bc2a05ea2,Scourge Aasimar,Marine,2020-01-12T15:17:40Z,Warlock 1,Warlock,The Hexblade,1,,9,15,12,12,13,12,12,16,Chaotic Good,Athletics|Arcana|Survival|Intimidation,Spear|Dagger|Dagger,Presdigitation*0|Eldritch Blast*0,Cha,,,,pedantic_tharp
54ac0e917ee90a730f29e87617bd1ba0,Tiefling,Noble,2021-05-12T14:42:13Z,Warlock 1,Warlock,The Fiend,1,,10,12,12,12,14,10,10,17,,Arcana|History|Deception|Persuasion,"Crossbow, light|Dagger",Eldritch Blast*0|Thaumaturgy*0|Minor Illusion*0|Cause Fear*1|Burning Hands*1,Cha,,Philippines,PH,hopeful_williams
9fe761877e357da062e7eb9d48b673c6,Lightfoot Halfling,Urchin,2020-01-09T12:37:56Z,Warlock 1,Warlock,The Fiend,1,,10,14,8,16,14,10,10,16,,Sleight of Hand|Stealth|Deception|Intimidation,"Crossbow, light|Dagger",,Cha,,,,practical_hellman
fa96ec57e3df692627851fabc3e641d5,Birdfolk,Criminal,2021-04-28T20:08:56Z,Warlock 1,Warlock,The Fiend,1,,8,14,8,17,11,10,13,15,,Stealth|Arcana|Deception|Intimidation,"Crossbow, light|Club|Dagger",,Cha,,Canada,CA,angry_thompson
2e177007d225606d724f876eb5945396,Serpentblood,Acolyte,2020-01-24T13:39:20Z,Warlock 1,Warlock,The Great Old One,1,,6,13,8,14,12,16,8,16,,Arcana|Religion|Insight|Deception,"Crossbow, light|Dagger",Eldrich Blast*0|Minor Illusion*0|Hex*1|Armor of Agathys*1|Dissonant Whispers*1|Tasha's Hideous Laughter*1,Cha,,United States,US,musing_lederberg
960c1ff86b906ab6310ea47cf3d33213,Serpentblood,Acolyte,2020-01-05T23:27:27Z,Warlock 1,Warlock,The Archfey,1,,10,12,14,14,15,16,14,20,,Nature|Religion|Insight|Intimidation,Quarterstaff|Dagger,,Cha,,Canada,CA,blissful_pasteur
a68c5cd8efb2c8d292fa115a2a65906e,Dragonborn,Faction Agent,2021-05-04T23:18:44Z,Warlock 1,Warlock,The Fiend,1,,10,12,8,12,15,13,10,18,,Arcana|Investigation|Insight|Medicine,"Crossbow, light|Dagger|Handaxe",,Cha,,Canada,CA,peaceful_bohr
3a4246de064105713c4310214818b5d3,Tiefling,Acolyte,2020-04-03T01:48:38Z,Warlock 1,Warlock,The Great Old One,1,,11,13,12,15,16,14,15,20,chaotic evil,Arcana|Investigation|Religion|Insight,"Crossbow, light|Dagger|Sling",,Cha,,United States,US,boring_gould
2a698119ce67af29585567334f5b9828,Serpentblood,Urban Bounty Hunter,2020-04-25T13:27:18Z,Warlock 1,Warlock,The Great Old One,1,,10,12,8,13,14,13,10,17,,Stealth|Arcana|Investigation|Insight,"Crossbow, light|Quarterstaff|Dagger",,Cha,,Canada,CA,agitated_bardeen
a0c90ed5655ea3b5d7aa9b35628eef2d,Tiefling,Sage,2021-01-26T22:56:10Z,Warlock 1,Warlock,The Archfey,1,,10,13,7,14,14,16,9,19,Lawful Evil,Arcana|History|Nature|Deception,"Crossbow, light|Dagger",,Cha,,,,zen_allen
06776fdfc594528a7f63d556699c2bfe,Protector Aasimar,Sage,2020-04-15T20:36:40Z,Warlock 1,Warlock,The Great Old One,1,,11,14,13,16,17,15,17,20,,Arcana|History|Investigation|Deception,Dagger,Eldritch Blast*0|Light*0|Mage Hand*0,Cha,,Canada,CA,charming_proskuriakova
82e37f178b8aea304cb12a01c8e501d5,Tiefling,Urchin,2020-03-13T18:18:25Z,Warlock 1,Warlock,The Fiend,1,,10,12,10,12,15,14,8,16,,Sleight of Hand|Stealth|Arcana|Investigation,"Crossbow, light|Dagger|Quarterstaff|Staff 2 Hand",Blade Ward*0|Eldritch Blast*0|Burning Hands*1|Hellish Rebuke*1,Cha,,Canada,CA,happy_swirles
a66313b482b554e2415a72730cbf5d03,Human,Guild Artisan,2021-03-15T00:56:31Z,Warlock 1,Warlock,The Hexblade,1,War Caster,9,14,8,16,13,10,11,18,Lawful Neutral,Insight|Perception|Deception|Intimidation|Persuasion,Dagger|Longsword Pact Weapon|Eldritch Blast|Chill Touch,Eldritch Blast*0|Chill Touch*0|Shield*1,Cha,,United States,US,ecstatic_lehmann
3e96054dad25136d4712342c36fd8186,Human,Ex-Cultist,2020-03-14T16:35:21Z,Warlock 1,Warlock,The Hexblade,1,Medium Armor Master,10,14,8,16,14,10,8,16,Neutral,Acrobatics|Stealth|Arcana|Deception|Persuasion,"Crossbow, light|Dagger|Quarterstaff",Eldritch Blast*0|Mage Hand*0|Hex*1|Shield*1,Cha,,United States,US,vigilant_cori
c747eb9a9b2b3c7be121fd2d08f19fd9,Wood Elf,Charlatan,2020-03-28T04:12:30Z,Warlock 1,Warlock,The Great Old One,1,,9,14,9,16,13,12,14,16,,Sleight of Hand|Arcana|Religion|Perception|Deception,"Crossbow, light|Dagger",,Cha,,United States,US,angry_bhabha
0756d2e4f7401e3a9d67c495630cccc1,Half-Elf,Criminal,2018-12-05T11:34:48Z,Warlock 1,Warlock,The Archfey,1,,9,14,12,14,12,12,12,16,CG,Stealth|Investigation|Perception|Deception|Intimidation|Persuasion,Spear|Mace|Dagger,Friend *0|Eldricht Blast*0|Sleep*1|Hex*1,Cha,,Italy,IT,eager_cray
dee9b3cef312ce6da2d545a1c4b75f32,Human,Inheritor,2022-03-30T03:20:13Z,Warlock 1,Warlock,The Undead,1,,9,11,15,9,13,12,17,15,TN,Arcana|History|Investigation|Survival,Dagger|Quarterstaff|Dagger,Spare the Dying*0|Eldritch Blast*0|Expeditious Retreat*1|Protection from Evil and Good*1,Cha,,,,vigilant_dijkstra
3fa67881b8b1600715500ed35fc801aa,Tiefling,Soldier,2022-07-27T06:06:27Z,Warlock 1,Warlock,The Fiend,1,,9,12,11,14,13,14,13,16,,Athletics|Arcana|Deception|Intimidation,"Dagger|Crossbow, Light",Eldritch Blast*0|Poison Spray*0|Hellish Rebuke*1|Witch Bolt*1,Cha,,Canada,CA,angry_galileo
64a12bac4b7b4fd15450dc06edffc118,Dragonborn,Acolyte,2018-06-03T04:52:39Z,Warlock 1,Warlock,The Celestial,1,,9,13,10,14,13,10,12,16,Chaotic good,Religion|Insight|Deception|Intimidation,Dagger|Dagger,Light*0|Sacred Flame*0|Mage Hand*0|Eldritch Blast*0|Hex*1|Tasha's Hideous Laughter*1,Cha,,United States,US,loving_tesla
1d6da4084164e199461bd37014eadf09,Half-Elf,Acolyte,2018-11-19T04:48:50Z,Warlock 1,Warlock,The Celestial,1,,11,13,8,14,16,10,12,17,,Arcana|History|Religion|Insight|Deception|Intimidation,Dagger|Dart,Light*0|Sacred Flame*0,Cha,,United States,US,blissful_hertz
72bd1144c1d25e4b7cd704dedd7e16d9,Dragonborn,Hermit,2018-12-01T01:16:28Z,Warlock 1,Warlock,The Great Old One,1,,10,12,14,13,14,10,8,16,,Arcana|Religion|Medicine|Deception,"Crossbow, light|Dagger|Quarterstaff",,Cha,,Australia,AU,ecstatic_golick
27d41aae4ece3a49a4c26d0fee955f7b,Dreamtouched,Criminal,2022-07-30T01:40:22Z,Warlock 1,Warlock,The Celestial,1,,8,14,8,16,11,13,15,6,NG,Stealth|Arcana|Deception|Intimidation,Dagger|Quarterstaff,Light*0|Sacred Flame*0,Cha,,Canada,CA,friendly_almeida
8d7aeaf6f2b79a89b161fedac8bf26dc,Vedalken,Inheritor,2019-01-15T18:04:06Z,Warlock 1,Warlock,The Great Old One,1,,12,12,17,12,18,14,14,15,Lawful,Sleight of Hand|Arcana|Investigation|Survival|Deception|Intimidation,"Crossbow, light|Handaxe|Dagger",,Cha,,,,confident_lovelace
5592926928d7ed74907c640a2fa73e3c,Half-Elf,Haunted One,2022-02-24T09:32:25Z,Warlock 1,Warlock,The Hexblade,1,,9,13,8,14,14,10,13,17,,Stealth|History|Investigation|Survival|Deception|Persuasion,Quarterstaff|Shortbow|Dagger,,Cha,,United Kingdom,GB,epic_merkle
04a71e67165bdc48f773ad1bfabe7d65,Half-Elf,Haunted One,2022-02-24T15:09:47Z,Warlock 1,Warlock,The Hexblade,1,,10,15,8,14,14,11,12,17,,Stealth|Arcana|Investigation|Survival|Deception|Persuasion,Quarterstaff|Shortbow|Dagger,Mage Hand*0|Eldritch Blast*0|Charm Person*1|Wrathful Smite*1,Cha,,Canada,CA,happy_wescoff
3f752c9fb1409f7733da59e8442525e4,Dragonborn,Haunted One,2018-05-10T01:22:08Z,Warlock 1,Warlock,The Great Old One,1,,9,11,12,10,12,13,13,16,,Arcana|Investigation|Deception|Intimidation,"Crossbow, light|Dagger",,Cha,,Canada,CA,wonderful_golick
87d403f2e644044f576d9e7e14b9f03f,Dragonborn,Sage,2018-12-29T04:09:07Z,Warlock 1,Warlock,The Great Old One,1,,10,12,10,12,14,14,8,16,chaotic neutral,Arcana|History|Religion|Deception,"Crossbow, light|Dagger|Quarterstaff",Eldritch Blast*0|Create Bonfire*0|Arms of Hadar*1|Dissonant Wispers*1|Tasha's Hideous Laughter*1|Witch Bolt*1,Cha,,United States,US,thirsty_leavitt
a5d929470b6953c3e78ddd2026479a83,Fallen Aasimar,Investigator,2022-08-02T14:24:12Z,Warlock 1,Warlock,The Fiend,1,,8,12,9,12,10,14,13,17,,Investigation|Perception|Deception|Intimidation,Shortbow|Dagger|Dagger,,Cha,,Canada,CA,quizzical_payne
d415ed1699fbffbb4dcc21265731aac6,Dragonborn,Hermit,2018-07-01T19:50:49Z,Warlock 1,Warlock,The Fiend,1,,10,11,12,11,15,12,10,16,,Arcana|Investigation|Religion|Medicine,Quarterstaff|Club|Dagger,,Cha,,Canada,CA,focused_einstein
e23c82333984749ef6b9bffdd77f1ea2,Human,Port City Noble,2018-07-04T17:24:44Z,Warlock 1,Warlock,The Great Old One,1,,10,10,8,8,14,10,10,18,,History|Investigation|Religion|Persuasion,Club|Dagger,Magic Stone*0|Blade Ward*0|Arms of Hadar*1|Protection From Evil/Good*1,Cha,,United States,US,nifty_dirac
1e1b7edb6d7126d6e20b758bc9043acd,Human,Folk Hero,2018-07-28T19:56:15Z,Warlock 1,Warlock,The Fiend,1,,8,11,11,11,16,11,12,16,,History|Nature|Animal Handling|Survival,"Crossbow, light|Dagger",,Cha,,United States,US,nifty_antonelli
003540916dfa0601542d88ed1d3c31dd,Human,Charlatan,2018-07-27T23:53:51Z,Warlock 1,Warlock,The Fiend,1,Lucky,8,12,10,13,16,8,10,16,CN,Sleight of Hand|Insight|Perception|Deception|Intimidation,"Crossbow, light|Eldritch Blast PHB237|Burning Hands PHB220|Dagger",Eldritch blast*0|Minor illusion*0|Hex*1|Burning hands*1,Cha,,Canada,CA,bold_proskuriakova
