hash,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,alias
9f34177d9a817a1d2a4fd04fb27f1160,Goblin,Charlatan,2019-09-14T12:07:43Z,Rogue 1,Rogue,,1,,10,15,6,18,14,13,10,13,,Athletics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,Rapier|Shortsword|Dagger,,Int,expertise/Stealth*Athletics,United States,US,mystifying_varahamihira
dd3c9abb6ee8e4c72b013d0b731094e5,Tabaxi,Custom,2019-09-28T18:51:42Z,Rogue 1,Rogue,,1,,5,14,9,17,5,12,13,14,,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Intimidation|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Sleight of Hand*Persuasion,United Kingdom,GB,mystifying_agnesi
0455a11c6792ca38b8551dce623bb5ab,Tabaxi,Charlatan,2019-09-03T13:30:20Z,Rogue 1,Rogue,,1,,10,14,8,17,14,10,13,13,,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Acrobatics,,,priceless_beaver
53d6299c76a6d338661df238d78c3ca0,Human,Outlander,2021-07-18T20:10:43Z,Rogue 1,Rogue,,1,,9,12,15,14,13,11,16,9,,Athletics|Stealth|Survival|Intimidation,Rapier|Shortsword|Dagger,,Int,expertise/Intimidation*Athletics,United States,US,friendly_swirles
4c6ecb07bc15b93f43f4111980638a23,Lightfoot Halfling,Entertainer,2019-10-03T10:45:25Z,Rogue 1,Rogue,,1,,10,15,15,19,15,14,13,8,,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Performance,Rapier|Shortbow|Dagger,,Int,expertise/Sleight of Hand*Perception,Australia,AU,musing_roentgen
fde3306a2e7be033d56cf2ffa56f1c98,Lightfoot Halfling,Courtier,2019-10-01T17:03:39Z,Rogue 1,Rogue,,1,,9,14,8,17,14,10,12,14,,Stealth|Investigation|Insight|Deception|Intimidation|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Persuasion,United Kingdom,GB,admiring_kalam
9dcd01b912a2ae83e7931f713618444f,Tabaxi,Urban Bounty Hunter,2019-09-27T13:13:34Z,Rogue 1,Rogue,,1,,9,15,13,18,13,15,13,16,,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Acrobatics,Canada,CA,affectionate_napier
f47188f181510f2be99af9078d8ec53d,Lightfoot Halfling,Urban Bounty Hunter,2021-05-31T10:09:45Z,Rogue 1,Rogue,,1,,7,15,7,18,9,11,14,17,,Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,,,unruffled_kowalevski
cb15b0dfac2c89bc95800ad0d76ea7c3,Half-Elf,Inheritor,2019-11-28T09:50:57Z,Rogue 1,Rogue,,1,,11,15,13,18,18,14,15,13,,Acrobatics|Sleight of Hand|Stealth|Arcana|Insight|Perception|Survival|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Sleight of Hand*Perception,Australia,AU,adoring_hodgkin
c4dfc7110a9d6f3f798eacb0a4e7cafa,Changeling,Urban Bounty Hunter,2021-05-15T21:44:41Z,Rogue 1,Rogue,,1,,9,14,10,16,12,8,13,16,,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Insight,Canada,CA,happy_heyrovsky
8386c32504248af43f0f989fb7c786c1,High Elf,Charlatan,2019-12-10T23:25:59Z,Rogue 1,Rogue,,1,,8,14,8,17,11,14,13,13,,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Shortsword|Shortsword|Dagger,,Int,expertise/Perception*Insight,United States,US,stupefied_napier
0ad278c758bb5ae115f3a82cfb1d4389,Stout Halfling,Criminal,2019-11-05T22:27:17Z,Rogue 1,Rogue,,1,,10,16,8,20,14,10,10,12,,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand,Italy,IT,elated_perlman
cf1dbf63db84329f9a904a5bea51ab68,Tabaxi,Outlander,2019-11-04T18:12:38Z,Rogue 1,Rogue,,1,,10,14,8,16,15,12,10,14,,Athletics|Stealth|Investigation|Perception|Survival|Persuasion,Shortsword|Shortsword (Off Hand)|Dagger,,Int,expertise/Stealth*Perception,United States,US,jolly_ritchie
3bbb2360159f2a72be381405a1b8d82d,Ghastly Halfling,Criminal,2019-11-01T14:40:41Z,Rogue 1,Rogue,,1,,7,13,14,17,8,10,13,13,,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,Shortsword|Shortbow|Dagger,,Int,expertise/Stealth*Perception,Canada,CA,trusting_cannon
df127855252de70a26e0528ff6ddaa98,Human,Criminal,2019-12-15T01:36:06Z,Rogue 1,Rogue,,1,,10,14,13,16,14,11,9,15,,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,Canada,CA,vibrant_raman
23090e769b3f943d564a13e86c737f3a,Half-Elf,Courtier,2019-10-30T07:05:44Z,Rogue 1,Rogue,,1,,12,16,9,21,19,15,16,21,,Acrobatics|Stealth|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Persuasion,United States,US,naughty_almeida
5581ef0d62e8e801a1a1eed0b68f70da,High Elf,Faction Agent,2019-10-27T20:08:29Z,Rogue 1,Rogue,,1,,9,14,8,16,13,16,10,12,,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion,Rapier|Shortbow|Dagger,Minor Illusion*0,Int,expertise/Stealth*Investigation,Belgium,BE,trusting_khorana
4e055d5fb5e2cc4c48629a41af220ce1,,Sailor,2021-06-07T14:17:02Z,Rogue 1,Rogue,,1,,9,14,11,16,13,14,9,15,,Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,,,goofy_knuth
48c484ac995484a03c1c0ee523753abe,Lightfoot Halfling,Charlatan,2019-11-21T20:51:15Z,Rogue 1,Rogue,,1,,10,14,6,17,14,15,12,15,,Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,Canada,CA,inspiring_napier
ba3fe29ce36a9cac9eb2dcf9a6f6d781,Kobold,Hermit,2019-11-12T00:36:47Z,Rogue 1,Rogue,,1,,8,14,10,16,13,7,8,13,,Acrobatics|Stealth|Religion|Medicine|Perception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Perception,,,awesome_darwin
c81ae8ffaf6f56618bf412686a45a13a,Lightfoot Halfling,Charlatan,2019-11-17T12:59:23Z,Rogue 1,Rogue,,1,,8,14,8,17,10,14,12,14,Chaotic Good,Sleight of Hand|Stealth|Investigation|Insight|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Investigation,,,brave_rubin
345be9fbdfb03aca4d51b8bda48aed78,Goblin,Criminal,2019-12-31T07:16:48Z,Rogue 1,Rogue,,1,,9,16,8,20,12,12,7,15,,Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,,,epic_ptolemy
b4ca999d5b38208855c52a607d36a568,High Elf,Criminal,2019-07-08T23:56:53Z,Rogue 1,Rogue,,1,,8,16,9,20,10,17,11,12,Chaotic Evil,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,Message*0,Int,expertise/Sleight of Hand*Deception,Canada,CA,flamboyant_jennings
af21fc26e8d8816c2767f685ae560f3f,Lizardfolk,Sailor,2021-10-08T01:22:52Z,Rogue 1,Rogue,,1,,11,13,8,15,16,12,11,13,,Athletics|Stealth|Nature|Perception,Rapier|Shortsword|Dagger,,Int,expertise/Stealth*Nature,United States,US,dazzling_brahmagupta
cadc50ab0028b298b31d9a6f06409008,Lightfoot Halfling,Criminal,2019-06-29T08:20:23Z,Rogue 1,Rogue,,1,,10,15,10,19,14,12,13,18,,Stealth|Perception|Deception|Intimidation,Shortsword|Shortbow|Dagger,,Int,expertise/Stealth*Perception,Netherlands,NL,condescending_black
101625514cefdece2705795d22891e3d,Lightfoot Halfling,Criminal,2019-07-19T19:23:32Z,Rogue 1,Rogue,,1,,10,14,8,17,14,10,15,9,,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,"Rapier|Dagger|Crossbow, light",,Int,expertise/Stealth*Sleight of Hand,,,naughty_kare
e1aa07d2f0cfae93d99e78b6113b215c,Eladrin ToF,Charlatan,2019-06-22T06:26:18Z,Rogue 1,Rogue,,1,,9,15,8,16,13,9,13,16,CG,Acrobatics|Sleight of Hand|Stealth|Animal Handling|Insight|Medicine|Perception|Survival|Deception|Intimidation|Performance|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Intimidation*Deception,,,optimistic_morse
3589a295662796e0842b3c91ac65e923,Human,Outlander,2019-07-13T14:00:22Z,Rogue 1,Rogue,,1,Crossbow Expert,11,14,10,16,16,10,10,11,,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Survival|Deception,"Rapier|Dagger|Crossbow, hand",,Int,expertise/Stealth*Acrobatics,Canada,CA,cocky_hofstadter
ea2b909775c38eca137f60db630af6ad,Human,Criminal,2019-07-11T03:45:23Z,Rogue 1,Rogue,,1,,9,14,9,16,13,15,14,11,,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,Canada,CA,blissful_stonebraker
949396c4562d7f7da4714eb8f94634b1,Eladrin,Spy,2019-06-22T06:34:38Z,Rogue 1,Rogue,,1,,10,15,8,16,14,14,12,12,lawful Good (evil),Acrobatics|Sleight of Hand|Stealth|Arcana|History|Investigation|Nature|Religion|Deception|Intimidation|Performance|Persuasion,Rapier|Shortbow|Dagger|Longbow,,Int,,,,stoic_moser
b56449fee1fd971be397148c3eab4b92,Eladrin ToF,Urban Bounty Hunter,2019-06-06T03:54:05Z,Rogue 1,Rogue,,1,,10,14,12,16,14,12,12,14,Chaotic Neutral,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion,Shortsword|Shortbow,,Int,expertise/Stealth*Perception,Canada,CA,mystifying_yalow
df264bcd6792b0a35120b9c3ad8ad72f,Forest Dragon,,2021-10-19T17:43:42Z,Rogue 1,Rogue,,1,,20,12,18,14,11,16,12,13,,Athletics|Stealth|Investigation|Nature|Perception|Persuasion,Bite|Scratch|Fire Breath,,Int,expertise/Persuasion*Nature,United States,US,zen_snyder
bf0b608aa1880dbb6ab452b7737e0e96,Drakin,Assassin sorta (taught by her mom but never was really one),2021-10-19T17:44:09Z,Rogue 1,Rogue,,1,,10,15,13,18,15,14,12,15,,Sleight of Hand|Stealth|Investigation|Religion|Medicine|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand,United States,US,eloquent_faraday
79b3b44f87502a36fb2bf87e24d33070,Lightfoot Halfling,Folk Hero,2021-10-14T12:28:42Z,Rogue 1,Rogue,,1,,7,14,10,17,8,14,12,14,Chaotic Good,Acrobatics|Sleight of Hand|Stealth|Animal Handling|Survival|Deception,Shortsword|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,United Kingdom,GB,determined_bhaskara
e12534df7e0e019ebabdb1773227e222,Eladrin ToF,Criminal,2019-06-17T19:38:08Z,Rogue 1,Rogue,,1,,9,14,8,16,13,9,13,16,CG,Acrobatics|Sleight of Hand|Stealth|Animal Handling|Insight|Medicine|Perception|Survival|Deception|Intimidation|Performance|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Intimidation*Deception,,,nostalgic_noyce
9afc2ee24a7a6fb72c96ae59c06e5122,Half-Elf,Criminal,2021-10-14T12:27:47Z,Rogue 1,Rogue,,1,,9,14,9,16,12,14,13,12,,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,Shortsword|Shortsword|Dagger,,Int,expertise/Perception*Intimidation,United Kingdom,GB,naughty_nightingale
2be82628c5ba27f3ba6312ef35a5a9d9,Human,Criminal,2019-08-13T20:23:44Z,Rogue 1,Rogue,,1,,11,13,10,16,16,10,12,13,,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,Shortsword|Shortsword|Dagger,,Int,expertise/Thieves' Tools*Stealth,United States,US,frosty_roentgen
7689fac24881629f074e7d7ee9736526,Tabaxi,Urchin,2021-08-26T05:57:36Z,Rogue 1,Rogue,,1,,9,14,8,17,13,14,12,11,,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand,Canada,CA,epic_bell
6684f399b2d1e89eb1cd5328be2007ef,Human,Outlander,2019-08-12T00:29:22Z,Rogue 1,Rogue,,1,Mobile,5,14,8,16,10,12,14,13,,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Survival,Shortsword|Shortsword|Dagger,,Int,expertise/Stealth,Canada,CA,nervous_bose
1467b5616766dfc75d9c27b441eb9d1a,Tabaxi,Charlatan,2021-08-28T04:51:27Z,Rogue 1,Rogue,,1,,9,14,10,16,13,12,12,14,Chaotic,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Intimidation|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Persuasion,Australia,AU,upbeat_brattain
cc83113fbb71ad3f42d2f8c6c87f6fbe,Human,Charlatan,2019-08-10T18:31:48Z,Rogue 1,Rogue,,1,,11,15,10,18,16,12,12,18,caótico neutro,Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Sleight of Hand*Deception,Costa Rica,CR,sleepy_mirzakhani
369250e8f22db1e68783efe10ba69d6c,Human,Outlander,2019-08-09T03:48:01Z,Rogue 1,Rogue,,1,Crossbow Expert,12,14,10,16,14,12,14,8,,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Survival,"Rapier|Shortbow|Dagger|Crossbow, hand",,Int,expertise/Stealth*Acrobatics,Canada,CA,priceless_jepsen
6f7fbf72be53f2109c67729ee641bf8c,Tabaxi,House Agent,2021-08-15T16:57:59Z,Rogue 1,Rogue,,1,,8,15,14,18,11,14,14,11,,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Perception,Canada,CA,thirsty_haslett
3c595cf8948726d8ced56a02eda92c3c,Tabaxi,Criminal,2019-08-17T17:35:20Z,Rogue 1,Rogue,,1,,8,13,12,15,11,11,8,10,,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception,Shortbow|Dagger|Scimitar,,Int,expertise/Stealth*Acrobatics,United States,US,affectionate_haibt
7efd6e596253cf0e195cdf0bc8f095d0,Half-Elf,Acolyte,2019-08-17T17:24:28Z,Rogue 1,Rogue,,1,,10,15,8,18,14,11,10,18,,Acrobatics|Sleight of Hand|Stealth|Religion|Insight|Deception|Performance|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Persuasion,United Kingdom,GB,pedantic_diffie
ba3f870dff497d5055ecc5d181da774b,Human,Custom,2019-08-05T22:43:14Z,Rogue 1,Rogue,,1,Observant,8,14,10,16,10,12,10,16,,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Deception,Canada,CA,gifted_vaughan
43505e00528e39bb0a99ae0f57d8518e,Serpentblood,Far Traveler,2021-09-13T19:53:39Z,Rogue 1,Rogue,,1,,7,13,16,17,9,15,15,14,,Athletics|Stealth|Insight|Perception|Deception|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Athletics,United States,US,infallible_babbage
6254d8e46dcf25a86e484b8a83adf557,Goblin,Criminal,2021-09-14T08:15:37Z,Rogue 1,Rogue,,1,,10,14,10,16,14,12,15,8,,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception,Shortsword|Shortbow|Dagger,,Int,expertise/Stealth*Perception,United Kingdom,GB,quirky_chaplygin
8444724200938f84bf6e3f3ec139c845,Hill Dwarf,Charlatan,2019-07-27T17:40:21Z,Rogue 1,Rogue,,1,,8,13,8,14,14,14,13,9,,Sleight of Hand|Investigation|Deception|Performance,Shortsword|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Sleight of Hand,Canada,CA,friendly_lovelace
8a8a98cb3887e2c953c006957f3c343d,Human,Urban Bounty Hunter,2019-07-27T12:24:29Z,Rogue 1,Rogue,,1,Keen Mind,9,14,14,16,12,15,8,10,,Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Intimidation,Rapier|Shortsword|Dagger,,Int,expertise/Investigation*Intimidation,,,elastic_pare
a2a9f7e3071048e456e619c75d003751,Lightfoot Halfling,Guild Artisan,2021-09-15T20:48:37Z,Rogue 1,Rogue,,1,,7,14,7,17,14,8,14,10,NG,Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Stealth*Perception,Canada,CA,gracious_merkle
1b748ca1ecca9da4cbf048b4ba8e5bea,Changeling,Criminal,2021-06-09T19:37:59Z,Rogue 1,Rogue,,1,,8,14,8,16,10,13,12,16,,Athletics|Acrobatics|Sleight of Hand|Stealth|Deception|Performance|Persuasion,Rapier|Shortsword|Dagger,,Int,expertise/Stealth*Sleight of Hand,United States,US,nifty_rhodes
66ac58f7c19f7682a289d646fe0c1348,High Elf,Guild Member - Mayhem,2021-09-16T22:09:26Z,Rogue 1,Rogue,,1,,7,14,6,17,11,13,12,13,,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance,Shortsword|Shortsword|Dagger,,Int,expertise/Thieves' Tools*Stealth,United States,US,frosty_cray
25246bba9b8e50de9fae9d6242550591,Tabaxi,Mercenary Veteran,2019-06-23T18:03:15Z,Rogue 1,Rogue,,1,,9,15,12,16,12,11,12,14,loyal neutral,Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Intimidation|Persuasion,"Rapier|Crossbow, hand",,Int,expertise/Stealth*Persuasion,,,happy_panini
a5c595bb0329e707b0f76d11a3be85f0,Hill Dwarf,Charlatan,2021-04-12T18:26:22Z,Rogue 1,Rogue,,1,,11,13,14,14,14,10,12,12,,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion,Shortsword|Shortsword|Dagger,,Int,expertise/Stealth*Perception,,,sleepy_wright
4445bb4b500555482e0806ac21e54db9,Kenku,Hermit,2019-09-01T21:56:30Z,Rogue 1,Rogue,,1,,9,13,10,14,12,9,12,10,Chaotic Good,Athletics|Acrobatics|Stealth|Investigation|Religion|Medicine|Perception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Perception,,,wonderful_bose
c56202b86bac1b31c9ac894632d6ed7e,Rock Gnome,Guild Artisan,2019-08-05T22:41:41Z,Rogue 1,Rogue,,1,,7,13,10,15,14,15,12,10,,Athletics|Sleight of Hand|Investigation|Insight|Perception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Sleight of Hand*Investigation,Canada,CA,agitated_johnson
70aafa05603b690b3f4f3eb65da6b099,Tabaxi,Criminal,2019-08-01T21:18:28Z,Rogue 1,Rogue,,1,,7,16,12,20,8,14,15,11,Chaotic Neutral,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Performance,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,,,kind_gauss
1f16be2a352127c54f63b80448662d20,High Elf,Custom,2019-08-01T15:59:19Z,Rogue 1,Rogue,,1,,9,14,8,16,12,16,10,13,,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Acrobatics,Canada,CA,eager_chebyshev
150aec38c76c075e0da40433b9542037,Tabaxi,Hermit,2019-07-29T13:32:08Z,Rogue 1,Rogue,,1,,9,13,10,17,13,8,14,13,,Acrobatics|Sleight of Hand|Stealth|Investigation|Religion|Medicine|Perception|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Sleight of Hand*Acrobatics,,,blissful_antonelli
2de9248e606ac77a72e76fbd04eb7a47,Tiefling,Criminal,2020-06-14T19:39:03Z,Rogue 1,Rogue,,1,,9,13,8,14,13,17,15,15,Neutral,Sleight of Hand|Stealth|Perception|Deception|Intimidation|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Persuasion*Deception,United States,US,infallible_ramanujan
cf3e6590e39cbebe1a1a0a084a8043b3,Lightfoot Halfling,Urban Bounty Hunter,2020-04-30T19:11:04Z,Rogue 1,Rogue,,1,,10,15,13,18,15,13,14,13,CN,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Perception,United States,US,dazzling_heisenberg
3aea4c850378663e8d06814e5d255022,Forest Gnome,Criminal,2020-06-12T21:26:24Z,Rogue 1,Rogue,,1,,4,11,8,9,8,10,8,8,,Athletics|Sleight of Hand|Stealth|Insight|Perception|Deception,Shortsword|Shortbow|Dagger,,Int,expertise/Perception*Deception,Canada,CA,stoic_burnell
6a15dc82d6745e2821e1ccf519704a70,Mountain Dwarf,Smuggler,2020-06-07T23:58:52Z,Rogue 1,Rogue,,1,,7,13,12,15,12,15,10,11,chaotic good,Athletics|Acrobatics|Sleight of Hand|Investigation|Perception|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Sleight of Hand,,,elegant_maxwell
b2e4dd3bc29f6f0d5ae9974ff134a456,Wood Elf,Criminal,2020-06-05T18:38:41Z,Rogue 1,Rogue,,1,,10,16,9,20,14,14,14,14,,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Shortsword|Shortbow|Dagger,,Int,expertise/Stealth*Perception,United Kingdom,GB,pensive_tharp
12b186d3c544c10f22d6ee6c04574941,Human,Smuggler,2021-01-03T17:40:44Z,Rogue 1,Rogue,,1,,4,14,14,16,13,9,11,15,Chaotic Neutral,Athletics|Acrobatics|Sleight of Hand|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Persuasion*Acrobatics,Canada,CA,amazing_jepsen
6c0351bee967d341340d6fa03d4e6702,Shadow Elf,Smuggler,2020-07-23T02:42:31Z,Rogue 1,Rogue,,1,,10,14,15,16,14,12,10,8,,Athletics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Athletics,,,peaceful_swartz
f0026fd79c22015ba6fb958df75a2bde,Stout Halfling,Noble,2020-07-17T02:56:03Z,Rogue 1,Rogue,,1,,9,15,8,18,13,14,10,12,,Acrobatics|Stealth|History|Investigation|Perception|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Persuasion*History,,,sweet_kapitsa
0f39361c3ab2529f12155d09c9b1df41,Lightfoot Halfling,Faction Agent,2020-06-25T19:02:18Z,Rogue 1,Rogue,,1,,10,14,8,17,14,10,12,14,,Acrobatics|Stealth|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Persuasion,United States,US,condescending_torvalds
17d0b6f6d74d94486fa2e20390b75cd5,Goblin,Criminal,2020-05-29T23:07:55Z,Rogue 1,Rogue,,1,,10,13,15,16,14,12,10,8,,Stealth|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,Canada,CA,infallible_lumiere
