hash,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,alias
53ce6e16070afb90e6624cbb0dab5080,Human/Marsh-Wiggle,Fisher,2019-09-25T19:44:09Z,Fighter 1,Fighter,,1,Observant,10,13,13,14,11,14,16,11,,Athletics|History|Insight|Perception|Survival,"Crossbow, heavy|Shortsword",,Int,fighting style/Archery,United Kingdom,GB,quirky_wing
e66489644d57bf372fc2c1cf8b235bca,Human,Urchin,2021-07-18T17:25:33Z,Fighter 1,Fighter,,1,,12,19,16,16,14,9,11,11,,Athletics|Sleight of Hand|Stealth|Intimidation,"Longsword|Crossbow, light",,Int,fighting style/Defense,Indonesia,ID,amazing_murdock
1f6297f2c1dcddab12836862b275553e,Dragonborn,Far Traveler,2019-10-03T10:47:49Z,Fighter 1,Fighter,,1,,13,17,17,17,16,14,8,16,,Athletics|Insight|Perception|Survival,Longbow|Handaxe,,Int,fighting style/Archery,Australia,AU,nostalgic_jackson
193e80354040069f43b46a80fd890b85,Turtle,Noble,2019-11-29T18:58:07Z,Fighter 1,Fighter,,1,,11,20,16,12,13,10,16,8,,Athletics|History|Perception|Survival|Persuasion,Longsword|Handaxe,,Int,fighting style/Defense,Costa Rica,CR,romantic_herschel
c9851ffa08c74024f231de985fe070fc,Dragonborn,Urban Bounty Hunter,2019-09-27T05:48:18Z,Fighter 1,Fighter,,1,,12,15,14,15,14,13,8,11,,Stealth|History|Insight|Survival,Longbow|Rapier|Handaxe,,Int,fighting style/Archery,Australia,AU,determined_booth
550ba723cd1c94fae7f268f0c59ae623,Dragonborn,Knight,2019-09-27T05:39:45Z,Fighter 1,Fighter,,1,,12,19,17,10,14,12,13,9,,Athletics|History|Perception|Persuasion,"Trident|Crossbow, light",,Int,fighting style/Defense,Australia,AU,nifty_ellis
12535ed35294b7e63ed338b0ba9dc5d6,Half-Elf,Smuggler,2019-12-16T02:09:01Z,Fighter 1,Fighter,,1,,12,14,12,18,14,14,6,16,,Athletics|Acrobatics|Sleight of Hand|Deception|Intimidation|Persuasion,,,Int,fighting style/Archery,United States,US,brave_easley
8275985b6527bc8231a69a68da3ee686,Warforged,Soldier,2019-12-08T23:26:57Z,Fighter 1,Fighter,,1,,13,20,19,15,16,14,13,8,,Athletics|Acrobatics|Perception|Survival|Intimidation,"Longsword|Crossbow, light",,Int,fighting style/Defense,United States,US,heuristic_jones
05c547fd8cfa3a8cf200ec5eb9c59761,Wood Elf,Folk Hero,2021-05-23T01:32:10Z,Fighter 1,Fighter,,1,,11,16,10,16,13,8,16,12,,Acrobatics|Animal Handling|Perception|Survival|Intimidation,Longbow|Rapier|Handaxe,,Int,fighting style/Archery,United States,US,pedantic_grothendieck
fdd37ac3dbfa07b8b6bb1301d48277c7,,Soldier,2021-06-07T10:47:08Z,Fighter 1,Fighter,,1,,12,16,16,14,15,13,9,11,,Athletics|Perception|Survival|Intimidation,Greatsword|Longsword|Handaxe,,Int,fighting style/Great Weapon Fighting,,,upbeat_pare
5b355fa01f159194b4278047079b6bcd,Goliath,Soldier,2019-11-04T18:14:48Z,Fighter 1,Fighter,,1,,13,16,16,12,16,13,10,8,,Athletics|Acrobatics|Perception|Intimidation,Greataxe,,Int,fighting style/Great Weapon Fighting,United States,US,dazzling_nightingale
17745db7b73f7c17790ca36979f323d3,Dark Elf,Folk Hero,2019-11-01T14:39:05Z,Fighter 1,Fighter,,1,,10,12,15,15,10,8,12,15,,History|Animal Handling|Insight|Perception|Survival,Longbow|Rapier|Whip,,Int,fighting style/Dueling,Canada,CA,gallant_cartwright
8756f877af445140e97b8367340fb5ad,Human,Fisher,2019-10-29T22:37:29Z,Fighter 1,Fighter,,1,Shield Master,12,18,16,16,14,8,10,8,,Athletics|Acrobatics|History|Perception|Survival,Dancing Longsword Of Sore Feet,,Int,fighting style/Protection,United States,US,dazzling_ride
470156aa733894ab4b19333fa0ff07ee,Human,Soldier,2019-11-11T18:09:19Z,Fighter 1,Fighter,,1,Sharpshooter,12,15,10,18,15,12,16,12,,Athletics|Acrobatics|Perception|Survival|Intimidation,"Longbow|Crossbow, heavy|Rapier|Crossbow, light",,Int,fighting style/Archery,,,romantic_mcnulty
9c07d56c83de628558fd90d4a3321515,Dark Elf,Noble,2019-07-09T00:27:07Z,Fighter 1,Fighter,,1,,12,16,17,14,15,12,11,15,Lawful Good,Athletics|History|Perception|Intimidation|Persuasion,Longsword|Gray-Crossbow,,Int,fighting style/Great Weapon Fighting,Canada,CA,trusting_elgamal
727c240cc690a8c73fa904fc653c8274,Human,Far Traveler,2019-07-19T18:20:48Z,Fighter 1,Fighter,,1,,7,13,12,13,12,11,10,16,,Athletics|Insight|Perception|Survival,Longbow|Shortsword|Handaxe,,Int,fighting style/Protection,,,wonderful_hermann
a212542e3f0beb79e614b761a842d83c,Dragonborn,Soldier,2021-09-23T00:03:39Z,Fighter 1,Fighter,,1,,12,16,17,14,14,13,12,10,,Athletics|Acrobatics|Survival|Intimidation,Greatsword|Greataxe|Handaxe,,Int,fighting style/Great Weapon Fighting,Canada,CA,stupefied_dijkstra
6cddda9bb2dab3e201adbbf0e258ff50,Mountain Dwarf,Courtier,2019-07-15T12:58:29Z,Fighter 1,Fighter,,1,,13,17,16,14,16,10,12,8,,Athletics|Insight|Intimidation|Persuasion,Greataxe|Handaxe,,Int,fighting style/Defense,Italy,IT,jolly_yalow
0035d064f61ccc7a66a4b6b4196c99e2,Human,Athlete,2021-09-28T21:50:30Z,Fighter 1,Fighter,,1,Resilient,12,18,16,12,14,10,12,14,Neutral Good,Athletics|Acrobatics|Perception|Survival|Persuasion,"Longsword|Crossbow, light",,Int,fighting style/Dueling,Canada,CA,hungry_visvesvaraya
1d3e15325aa411d033de00c9900d9605,Human,Soldier,2019-07-15T00:56:07Z,Fighter 1,Fighter,,1,Polearm Master,13,17,16,10,16,10,13,8,,Athletics|Insight|Perception|Intimidation,Glaive|Halberd,,Int,fighting style/Defense,United States,US,brave_tharp
c0c88e16c0bb6cc66111715727a7827c,Human,Soldier,2019-07-11T02:56:19Z,Fighter 1,Fighter,,1,,12,16,16,15,14,13,11,9,,Athletics|Insight|Perception|Intimidation,"Halberd|Warhammer|Crossbow, light",,Int,fighting style/Great Weapon Fighting,Canada,CA,xenodochial_wright
3a8208f2e1727fa2b1a59fd01742fb05,Wood Elf,Urchin,2019-06-08T01:36:46Z,Fighter 1,Fighter,,1,,11,15,15,18,13,11,13,12,chaotic ,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception,Longbow|Longsword|Handaxe,,Int,fighting style/Two-Weapon Fighting,,,elastic_rhodes
f440990f784aad52b1665f6a08c34300,Custom,Outlander,2021-09-22T22:12:09Z,Fighter 1,Fighter,,1,Piercer,11,16,18,13,13,14,11,9,,Athletics|Acrobatics|Perception|Survival,Shortsword|Shortsword,,Int,fighting style/Two-Weapon Fighting|custom lineage variable trait/Darkvision,Canada,CA,brave_newton
de602836a4c9708bc1ef8938eb9157bf,Dragonborn,Urban Bounty Hunter,2019-06-17T17:10:28Z,Fighter 1,Fighter,,1,,12,17,16,12,14,8,12,14,,Athletics|Insight|Intimidation|Persuasion,Longsword|Handaxe,,Int,fighting style/Defense,Canada,CA,ecstatic_solomon
19d4cfae8f94bb49a205ccf0c0a13444,Mountain Dwarf,Outlander,2019-06-16T09:16:00Z,Fighter 1,Fighter,,1,,13,18,17,8,16,10,13,12,Legal Malvado,Athletics|Perception|Survival|Intimidation,Longsword|Handaxe,,Int,fighting style/Dueling,Canada,CA,dazzling_yalow
96740e0e049b28e4a65a129556eae600,Human,Soldier,2021-08-24T18:41:35Z,Fighter 1,Fighter,,1,Sentinel,14,16,19,16,18,12,12,11,,Athletics|Acrobatics|Insight|Perception|Intimidation,Longsword|Handaxe,,Int,fighting style/Dueling,Canada,CA,goofy_montalcini
843b4fc7da63614cd65e9267aa527fc4,Human,Farmer,2021-08-26T02:01:52Z,Fighter 1,Fighter,,1,Polearm Master,12,18,18,12,14,10,13,8,chaotic good,Athletics|Animal Handling|Insight|Perception|Survival,"Crossbow, light|Quarterstaff",,Int,fighting style/Dueling,,,vigorous_almeida
eb9c0ed4636fa66269cb06406e4330b9,Tiefling,Soldier,2019-08-10T17:11:46Z,Fighter 1,Fighter,,1,,11,13,15,12,14,10,10,14,,Athletics|Perception|Survival|Intimidation,Morningstar,Thaumaturgy*0,Cha,fighting style/Dueling,Canada,CA,angry_shirley
e49c5e27014800968dfa0f795fe0c879,Human,Sage,2021-09-01T18:24:17Z,Fighter 1,Fighter,,1,,12,16,15,16,14,13,11,9,,Athletics|Arcana|History|Insight,"Lance|Lance|Crossbow, light",,Int,fighting style/Blind Fighting,Romania,RO,goofy_sanderson
8040df70678d7d04870dab04bb87a79a,Forest Gnome,Urchin,2019-06-16T09:16:11Z,Fighter 1,Fighter,,1,,12,14,8,16,14,14,13,10,Caótico Bueno,Sleight of Hand|Stealth|Perception|Survival,"Longbow|Shortsword|Shortsword|Crossbow, light",,Int,fighting style/Archery,Canada,CA,relaxed_lichterman
9b6f3f51faac312b6fe1092af0a803be,Mountain Dwarf,Soldier,2019-08-30T01:53:20Z,Fighter 1,Fighter,,1,,13,13,16,15,17,8,11,15,,Athletics|Acrobatics|Perception|Intimidation,"Longbow|Crossbow, hand|Crossbow, light|Blowgun",,Int,fighting style/Archery,Canada,CA,confident_volhard
81c6fc978f297aa67ce40e330e756873,Tabaxi,Soldier,2019-08-17T17:39:17Z,Fighter 1,Fighter,,1,,11,18,15,12,13,9,9,10,,Athletics|Acrobatics|Stealth|Insight|Perception|Intimidation,"Longsword|Crossbow, light",,Int,fighting style/Dueling,United States,US,jolly_feistel
24e4b0483ba95161d34003a12f621a36,Human,Criminal,2021-09-13T09:48:01Z,Fighter 1,Fighter,,1,Crossbow Expert,12,14,12,16,14,8,14,10,,Acrobatics|Stealth|Insight|Perception|Deception,"Longbow|Crossbow, hand|Crossbow, heavy|Crossbow, light",,Int,fighting style/Archery,United Kingdom,GB,nifty_blackburn
bba0f0849cf894b46a5d712fa5f87a77,Human,Acolyte,2019-08-05T20:13:05Z,Fighter 1,Fighter,,1,,12,18,16,15,14,13,11,9,,Religion|Insight|Perception|Survival,Longsword|Handaxe,,Int,fighting style/Protection,,,optimistic_mclaren
c9d3cf13c8b773bfa68d1f3ac2645f9b,Half-Orc,Custom,2019-08-02T09:22:34Z,Fighter 1,Fighter,,1,,13,16,16,13,16,8,12,10,,Athletics|Insight|Perception|Survival|Intimidation,Greatsword|Longbow|Handaxe,,Int,fighting style/Great Weapon Fighting,Canada,CA,lucid_cray
cb97085aee84039662cdf8cafaaa6ca2,Half-Orc,Custom,2019-08-02T07:46:52Z,Fighter 1,Fighter,,1,,13,16,16,13,16,12,10,8,,Athletics|Insight|Perception|Survival|Intimidation,Greatsword|Longbow|Handaxe,,Int,fighting style/Great Weapon Fighting,Canada,CA,boring_tu
c976f9f525631deeebabef2ca9b5473e,Human,Soldier,2021-09-09T19:33:37Z,Fighter 1,Fighter,,1,Defensive Duelist,13,14,14,17,16,14,14,6,,Athletics|Acrobatics|Perception|Intimidation,Longbow|Scimitar|Rapier|Kunai,,Int,fighting style/Dueling,United States,US,modest_minsky
d6c3bfbf170d48ec509ae9ab279ad63a,Human,Noble,2020-12-30T03:27:06Z,Fighter 1,Fighter,,1,,8,14,14,16,15,9,11,13,,Athletics|Acrobatics|History|Persuasion,"Longbow|Shortsword|Shortsword|Crossbow, light",,Int,fighting style/Two-Weapon Fighting,United States,US,peaceful_feistel
97585e7fe4c84698fd0bc782d7251ef2,Human,Soldier,2020-06-09T02:31:06Z,Fighter 1,Fighter,,1,Crossbow Expert,13,14,8,16,16,8,12,13,,Athletics|Acrobatics|Insight|Perception|Intimidation,"Longbow|Rapier|Crossbow, hand|Crossbow, light",,Int,fighting style/Archery,,,goofy_archimedes
4c19c4fdfb3c165cf5d9d9e56928b80f,Human,Entertainer,2020-06-05T22:18:04Z,Fighter 1,Fighter,,1,Shield Master,13,16,18,15,16,11,5,12,Chaotic Neutral,Athletics|Acrobatics|Perception|Intimidation|Performance,Flail|Spear|Halberd,,Int,fighting style/Defense,,,goofy_stallman
2822b313f2b82a5bcb791535fb86b420,Human,Soldier,2020-06-03T10:11:37Z,Fighter 1,Fighter,,1,Polearm Master,13,16,16,10,16,11,14,12,,Athletics|Insight|Perception|Survival|Intimidation,Glaive|Longsword|Handaxe,,Int,fighting style/Great Weapon Fighting,United Kingdom,GB,adoring_visvesvaraya
7ed58b139a7fb9de6a1777242541cbe8,Human,Soldier,2020-06-02T10:45:26Z,Fighter 1,Fighter,,1,Polearm Master,8,16,16,12,14,8,14,10,lawful good,Athletics|Animal Handling|Perception|Survival|Intimidation,Glaive|Longsword|Handaxe,,Int,fighting style/Great Weapon Fighting,,,flamboyant_hoover
3e64cf09497a1f747a6b0da0b550a400,Human,Soldier,2020-07-30T14:27:18Z,Fighter 1,Fighter,,1,Sharpshooter,11,12,14,15,12,10,10,14,,Athletics|Acrobatics|Insight|Perception|Intimidation,Longbow|Glaive,,Int,fighting style/Archery,Canada,CA,kind_ellis
e80cfd6d9180b1e5bafb97f68523c83a,Centaur,Athlete,2020-07-28T21:43:42Z,Fighter 1,Fighter,,1,,12,18,17,13,14,9,13,9,Neutral Good,Athletics|Acrobatics|Perception|Survival|Intimidation,Greatsword|Handaxe,,Int,fighting style/Great Weapon Fighting,United States,US,compassionate_elion
faeac4ed04dc198e7950950a72c1bafd,Half-Orc,Soldier,2020-07-21T03:56:21Z,Fighter 1,Fighter,,1,,12,14,20,14,15,12,11,14,,Athletics|Acrobatics|Survival|Intimidation,Longsword|Handaxe,,Int,fighting style/Dueling,,,gallant_johnson
56453da7ac792f4e9cd62e791141db7b,Shadow Elf,Mercenary Veteran,2020-07-04T19:02:29Z,Fighter 1,Fighter,,1,,12,16,17,20,15,12,10,15,,Athletics|Acrobatics|Insight|Perception|Persuasion,"Longsword|Longsword|Crossbow, light",,Int,fighting style/Two-Weapon Fighting,United States,US,cranky_gates
c58cafc9ed9ecee6c4244515121b4bba,Elephantine,Sage,2021-01-19T23:00:29Z,Fighter 1,Fighter,,1,,14,16,16,9,18,9,16,10,,Arcana|History|Insight|Perception,"Maul|Glaive|Crossbow, light",,Int,fighting style/Great Weapon Fighting,Canada,CA,kind_visvesvaraya
dae1f2daea00105eeaca6a61b8afc243,Kenku,Mercenary Veteran,2020-06-05T07:07:54Z,Fighter 1,Fighter,,1,,11,16,10,17,12,12,14,11,,Athletics|Acrobatics|Stealth|Insight|Perception|Persuasion,"Longbow|Scimitar|Crossbow, light",,Int,fighting style/Archery,Chile,CL,affectionate_bose
7f5c5a805608cc2fcbcf295aa7e7c457,Human,Soldier,2020-07-01T11:41:19Z,Fighter 1,Fighter,,1,,13,19,18,18,16,16,12,16,,Athletics|Acrobatics|Survival|Intimidation,"Longsword|Crossbow, light",,Int,fighting style/Defense,Canada,CA,loving_jepsen
dedaebda25ae6fb14ffcf89e40981dd3,Dragonborn,Soldier,2020-05-01T23:57:08Z,Fighter 1,Fighter,,1,,11,12,18,14,13,12,12,11,,Athletics|Perception|Survival|Intimidation,Longbow|Longsword|Longbow|Handaxe,,Int,fighting style/Archery,United States,US,boring_khayyam
35cfc0e45ee1a3bdf03c47b1406bf3bb,Orc,Custom,2021-01-19T20:48:41Z,Fighter 1,Fighter,,1,,13,15,16,12,16,10,13,8,,Athletics|Acrobatics|Animal Handling|Survival|Intimidation|Performance,Unarmed Strike,,Int,fighting style/Unarmed Fighting,United States,US,gracious_vaughan
f4929d34b0ba80c3e2671c19b35e9214,High Elf,Soldier,2019-08-03T19:21:47Z,Fighter 1,Fighter,,1,,11,16,14,14,13,14,10,9,,Athletics|Acrobatics|Insight|Perception|Intimidation,"Longsword|Crossbow, hand|Handaxe",,Int,fighting style/Dueling,Canada,CA,relaxed_mcclintock
8532fe4303b02e4d9a296f4c48ce7a8b,Human,City Watch,2020-05-25T01:51:58Z,Fighter 1,Fighter,,1,Sentinel,13,16,16,15,17,8,8,14,,Athletics|Acrobatics|Insight|Intimidation,"Battleaxe|Glaive|Crossbow, light",,Int,fighting style/Great Weapon Fighting,Canada,CA,eager_dirac
b42059bab8b77c3d4690871658e904ee,Goliath,Soldier,2020-05-15T22:15:51Z,Fighter 1,Fighter,,1,,13,16,19,16,16,10,14,10,,Athletics|Acrobatics|Perception|Intimidation,"Greatsword|Longsword|Crossbow, light",,Int,fighting style/Great Weapon Fighting,,,festive_beaver
9e9a7643b1c86f4e9734d2b24006a8c9,Elephantine,Outlander,2020-05-08T16:29:35Z,Fighter 1,Fighter,,1,,9,16,17,12,16,12,12,5,,Athletics|Perception|Survival|Intimidation,"Greatsword|Lance|Crossbow, light",,Int,fighting style/Great Weapon Fighting,Canada,CA,modest_easley
b5624195323ff1744ff8e0572b484a36,Human,Urchin,2020-05-09T06:59:26Z,Fighter 1,Fighter,,1,Polearm Master,13,18,14,14,16,8,7,11,,Athletics|Acrobatics|Sleight of Hand|Stealth|Survival,"Trident|Crossbow, light",,Int,fighting style/Protection,Philippines,PH,silly_matsumoto
d8dc0c716e865b8fed229d193fafaee8,Half-Elf,Criminal,2020-12-12T06:50:56Z,Fighter 1,Fighter,,1,,13,18,16,8,16,12,9,14,,Athletics|Stealth|Insight|Perception|Deception|Intimidation,Longsword|Handaxe,,Int,fighting style/Interception,Canada,CA,hungry_curie
5fffd4525eb7d972e846c8b516205962,Human,Sailor,2020-09-10T15:30:57Z,Fighter 1,Fighter,,1,Crossbow Expert,12,16,10,14,14,8,12,16,,Athletics|Acrobatics|Stealth|Perception|Survival,"Crossbow, light",,Int,fighting style/Archery,Canada,CA,wonderful_hugle
505999ef0ff1707e55dff8b984d4150d,Leonine,Acolyte,2020-10-07T18:56:26Z,Fighter 1,Fighter,,1,,13,18,17,13,16,13,13,8,,Athletics|Religion|Insight|Perception|Intimidation,Longsword|Handaxe,,Int,fighting style/Dueling,Costa Rica,CR,romantic_dewdney
3c4c07f6c7c733f371d28754d67d5759,Human,Noble,2020-10-11T17:17:59Z,Fighter 1,Fighter,,1,,12,16,9,17,14,14,13,15,chaotic evil ,History|Animal Handling|Intimidation|Persuasion,"Greatsword|Handaxe|Crossbow, heavy",,Int,fighting style/Archery,,,reverent_merkle
d79c0893584bb812d3166814a620419b,Human,Mercenary Veteran,2020-08-23T16:59:02Z,Fighter 1,Fighter,,1,Sentinel,12,12,16,14,14,12,10,8,,Athletics|Insight|Perception|Persuasion,Greatsword|Warhammer|Handaxe,,Int,fighting style/Great Weapon Fighting,United States,US,vibrant_torvalds
8c343b5a1315c17659c2d032884fc6c7,Half-Orc,Soldier,2020-09-22T11:31:58Z,Fighter 1,Fighter,,1,,13,16,20,12,16,11,13,13,,Athletics|Animal Handling|Survival|Intimidation,"Greataxe|Pike|Crossbow, light",,Int,fighting style/Great Weapon Fighting,Canada,CA,quizzical_visvesvaraya
8ffe6219c0bfd89b5872433677a5c0f0,Half-Elf,Inheritor,2020-08-08T02:06:21Z,Fighter 1,Fighter,,1,,14,19,17,18,19,16,15,16,c/n,Athletics|History|Perception|Survival|Intimidation,"Greataxe|Crossbow, light",,Int,fighting style/Great Weapon Fighting,United States,US,affectionate_beaver
4d0b0707911aef9c74268fc4f7568280,Leonine,Soldier,2020-09-23T05:21:04Z,Fighter 1,Fighter,,1,,15,13,12,15,20,9,10,11,,Athletics|Animal Handling|Perception|Survival|Intimidation,Longbow|Battleaxe|Lance|Handaxe,,Int,fighting style/Archery,Canada,CA,cocky_swanson
b4538f0a1ebc8a4c59fcbe12bca86a28,Mountain Dwarf,Guild Artisan,2020-07-09T11:31:43Z,Fighter 1,Fighter,,1,,13,16,17,12,16,8,13,10,,Athletics|Insight|Survival|Persuasion,"Battleaxe|Battleaxe|Crossbow, light",,Int,fighting style/Two-Weapon Fighting,,,recursing_yalow
9bf9e1c7019dddca59f5b2c4ecfb1d59,Mountain Dwarf,Soldier,2020-12-06T23:02:09Z,Fighter 1,Fighter,,1,,14,17,18,15,18,10,13,12,,Athletics|Perception|Survival|Intimidation,Greataxe|Handaxe,,Int,fighting style/Defense,United States,US,zen_stonebraker
c60a1ffbb230c8eb9346db61469f2e26,Human,Athlete,2020-12-07T12:14:45Z,Fighter 1,Fighter,,1,Durable,13,18,13,15,16,10,8,13,,Athletics|Acrobatics|Survival|Intimidation,Shortsword|Handaxe,,Int,fighting style/Protection,South Africa,ZA,keen_mahavira
457f82ae6495b7b1161b2ee282edafbb,Human,Soldier,2020-08-04T23:39:24Z,Fighter 1,Fighter,,1,Lucky,12,17,16,13,15,8,12,10,,Athletics|Acrobatics|Perception|Intimidation,"Glaive|Trident|Crossbow, light",,Int,fighting style/Defense,Denmark,DK,silly_yalow
3f3b96bb057cffcacecfa310b0c9fab6,Human,Folk Hero,2020-11-21T19:14:19Z,Fighter 1,Fighter,,1,Tough,14,18,15,16,14,12,10,12,Lawful Good,Acrobatics|Investigation|Animal Handling|Perception|Survival,"Longsword|Crossbow, light",,Int,fighting style/Protection,,,goofy_burnell
87d41d6bcf11adec7edf994ee6449c75,Detection,Noble,2020-04-26T21:28:35Z,Fighter 1,Fighter,,1,,7,13,15,14,13,13,12,8,Neutral Good,Athletics|History|Survival|Persuasion,"Longbow|Longsword|Longsword|Crossbow, light",,Int,fighting style/Dueling,United States,US,trusting_meninsky
3612b8aed0afdeef83329f4d67878ac3,Mountain Dwarf,Noble,2020-08-18T10:43:45Z,Fighter 1,Fighter,,1,,13,19,17,10,17,10,11,10,,Athletics|History|Perception|Persuasion,"Warhammer|Crossbow, light",,Int,fighting style/Defense,Australia,AU,xenodochial_nash
4391196babbba6467d9383e8a33c3dea,Dragonborn,Soldier,2020-08-12T12:15:15Z,Fighter 1,Fighter,,1,,12,18,17,13,14,8,12,11,,Athletics|Acrobatics|Survival|Intimidation,Maul|Handaxe,,Int,fighting style/Great Weapon Fighting,Canada,CA,jolly_proskuriakova
6710be29ab94a29c2f6f52e3c7592cad,Animal Hybrid,Far Traveler,2020-08-16T20:03:50Z,Fighter 1,Fighter,,1,,11,17,14,8,12,11,9,9,,Athletics|Insight|Perception|Intimidation,"Scimitar|Crossbow, light",,Int,fighting style/Defense|animal enhancement/Nimble Climber,United States,US,kind_bohr
4a305be480d2481997b8c976247e6b2f,Half-Elf,Haunted One,2020-12-02T15:21:43Z,Fighter 1,Fighter,,1,,12,16,8,16,14,10,12,16,,Acrobatics|Arcana|Investigation|Religion|Insight|Survival,"Shortsword|Shortsword|Crossbow, light",,Int,fighting style/Two-Weapon Fighting,,,musing_spence
d477b76623329bddd59959eaca9c6b48,Goblyn,Mercenary Veteran,2021-04-14T09:31:59Z,Fighter 1,Fighter,,1,,11,17,9,16,12,7,10,10,CN,Athletics|Acrobatics|Insight|Perception|Persuasion,"Rapier|Crossbow, light|Shortbow",,Int,fighting style/Dueling,,,agitated_kirch
1e2e1544067310009ba069cbc44e8d93,Warforged,Soldier,2021-04-15T06:55:21Z,Fighter 1,Fighter,,1,,13,17,16,12,16,10,13,8,Chaotic,Athletics|Insight|Perception|Survival|Intimidation,"Greatsword|Crossbow, light",,Int,fighting style/Great Weapon Fighting,,,inspiring_elbakyan
