hash,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,alias
3b237a52c272fa2c4142621696e7ce90,Dark Elf,Haunted One,2021-07-12T20:41:33Z,Cleric 1,Cleric,Twilight Domain,1,,9,15,15,16,13,12,10,9,,Investigation|Perception,Mace,Faerie Fire*1|Sleep*1,Wis,,United States,US,,,,Elf,Faerie Fire*1|Sleep*1,Mace,awesome_rosalind
2730455f7e3ec087dcbd478055c759e5,Scourge Aasimar,Soldier,2021-07-13T02:54:33Z,Barbarian 1,Barbarian,,1,,16,17,18,16,18,12,14,14,,Athletics|Perception|Survival|Intimidation,Glaive|Spear|Javelin,,Int,,United States,US,,,,Aasimar,,Glaive|Spear|Javelin,elastic_benz
72303233e0cd0c774f9fb506b003a2cf,Eladrin ToF,Noble,2021-07-13T04:21:14Z,Warlock 1,Warlock,The Fiend,1,,8,14,8,16,13,10,12,16,,History|Perception|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",,Cha,,Canada,CA,,,,Eladrin,,"Crossbow, Light|Dagger",magical_benz
b4fef04dc849509211c0f26313d87bab,Stout Halfling,Hermit,2019-10-11T00:25:51Z,Druid 1,Druid,,1,,11,13,13,16,17,15,18,10,,Nature|Religion|Animal Handling|Medicine,Quarterstaff|Dagger,,Wis,,United States,US,,,,Halfling,,Quarterstaff|Dagger,awesome_robinson
cdd65e04b91c158d286fe09d65a1694c,Leonine,City Watch,2021-07-13T22:55:29Z,Paladin 1,Paladin,,1,,9,17,13,12,15,13,12,13,,Athletics|Insight|Perception|Intimidation,Javelin|Maul,,Cha,,,,,,,Leonin,,Javelin|Maul,elated_hoover
5695d85d5682624ea10ae0adba15670c,Half-Elf,Acolyte,2019-10-10T03:34:42Z,Cleric 1,Cleric,Forge Domain,1,,10,15,14,16,14,14,15,15,,Arcana|Religion|Insight|Medicine|Perception|Persuasion,Mace,Identify*1|Searing Smite*1,Wis,,,,,,,Half-Elf,Identify*1|Searing Smite*1,Mace,affectionate_driscoll
8333e35b1f8508342990eca6ddb50f82,Half-Orc,City Watch,2021-07-14T23:54:07Z,Barbarian 1,Barbarian,,1,,15,14,16,13,16,8,12,10,,Athletics|Insight|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,,Int,,United States,US,,,,Half-Orc,,Greataxe|Handaxe|Javelin,focused_borg
43c936514f680b15690806e76c9b598b,Mountain Dwarf,Custom,2019-10-10T03:34:17Z,Barbarian 1,Barbarian,,1,,15,14,17,12,17,8,8,13,,Athletics|Perception|Survival|Intimidation,Maul|Handaxe|Javelin,,Int,,,,,,,Dwarf,,Maul|Handaxe|Javelin,ecstatic_panini
79d3a15571ad28758089349a9e6e55d3,Dragonborn,Soldier,2019-10-09T21:18:10Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,8,15,10,14,13,12,10,16,,Athletics|Intimidation,Dagger,,Cha,,,,,,,Dragonborn,,Dagger,distracted_goodall
8ffd803a3f1c19ed5c561642e76fbf65,Variant,Criminal,2019-10-09T21:17:40Z,Fighter 1,Fighter,,1,,11,12,15,14,13,12,8,12,,Stealth|Deception,,,Int,fighting style/Two-Weapon Fighting,,,,,,Half-Elf,,,gracious_elgamal
ce2d0a16a553671ad83c78206c793062,Air Genasi,Sage,2019-10-09T21:16:32Z,Wizard 1,Wizard,,1,,9,10,15,9,16,13,12,10,,Arcana|History,Quarterstaff,,Int,,,,,,,Genasi,,Quarterstaff,charming_cartwright
1b879b05864ee5cf56e926dda25963c1,Half-Elf,Far Traveler,2019-10-09T21:15:06Z,Sorcerer 1,Sorcerer,Wild Magic,1,,8,12,8,15,14,13,12,12,,Nature|Insight|Medicine|Perception,Dagger,,Cha,,,,,,,Half-Elf,,Dagger,jolly_wozniak
1ef2ad6bddfddf4cd6e85a76d0a0247f,Lineage - Meph,Haunted One,2019-10-09T21:14:11Z,Bard 1,Bard,,1,,7,12,15,14,8,14,10,14,,Investigation,Rapier|Dagger,,Cha,,,,,,,Tiefling,,Rapier|Dagger,optimistic_newton
4e78eb919f2943365ea6c022857d24a5,Lizardfolk,Outlander,2019-10-08T08:54:31Z,Blood Hunter 1,Blood Hunter,,1,,12,15,13,15,15,9,14,11,,Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Survival,Longbow|Dagger|Bite,,Int,primal rites/Rite of the Storm,,,,,,Lizardfolk,,Longbow|Dagger|,romantic_wilson
293fd7fd54ca4d34cc39b081083e0cd9,Dragonborn,Outlander,2019-10-07T20:03:24Z,Sorcerer 1,Sorcerer,Wild Magic,1,,6,11,15,12,14,10,8,16,,Athletics|Arcana|Survival|Persuasion,Light hammer|Dagger,,Cha,,,,,,,Dragonborn,,Light hammer|Dagger,sad_wright
c59f4df6686d170f513ad289f914ee73,Half-Elf,Entertainer,2021-07-17T00:41:29Z,Rogue 1,Rogue,,1,,8,14,8,16,10,13,13,16,,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Performance|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand,United States,US,,,,Half-Elf,,Rapier|Shortbow|Dagger,eager_morse
a079618b266825e097411ac7133add19,Lightfoot Halfling,Athlete,2021-07-17T01:14:59Z,Fighter 1,Fighter,,1,,15,18,16,18,17,13,14,15,,Athletics|Acrobatics|Insight|Perception,Rapier|Lance,,Int,fighting style/Dueling,United States,US,,,,Halfling,,Rapier|Lance,practical_mirzakhani
a99ea24d1a5edf0f69c224bd45e2b6e2,Warforged,Acolyte,2021-07-17T05:55:48Z,Cleric 1,Cleric,Grave Domain,1,,10,17,12,8,15,10,15,15,,History|Religion|Insight|Medicine|Persuasion,"Mace|Crossbow, light",Spare the Dying*0|Bane*1|False Life*1,Wis,,Australia,AU,,,,Warforged,Spare the Dying*0|Bane*1|False Life*1,"Mace|Crossbow, Light",relaxed_herschel
a26d8cc84508800f4a065e5ff817b7d8,Sea Elf,Sage,2019-10-07T19:50:00Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,7,15,13,14,15,10,8,15,,Arcana|History|Insight|Perception|Persuasion,"Crossbow, light|Dagger",,Cha,,,,,,,Elf,,"Crossbow, Light|Dagger",compassionate_ride
39120628a1dd2c6beb5674bd639669c1,Human,Soldier,2021-07-17T15:14:44Z,Fighter 1,Fighter,,1,Polearm Master,13,16,17,16,17,9,12,10,,Athletics|Acrobatics|Perception|Intimidation,Glaive|Javelin|Spear,,Int,fighting style/Great Weapon Fighting,United States,US,,,,Human,,Glaive|Javelin|Spear,cranky_chaplygin
d22101319919200595361f9cd37438eb,Human,Guild Artisan,2019-10-13T04:12:12Z,Wizard 1,Wizard,,1,War Caster,7,11,10,12,12,16,13,12,,Arcana|History|Investigation|Insight|Persuasion,Quarterstaff,,Int,,United States,US,,,,Human,,Quarterstaff,adoring_heyrovsky
b710f6fd688ad3d7e99e89cdad475540,Dragonborn,Barbarian Tribe Member,2019-10-13T04:12:45Z,Barbarian 1,Barbarian,,1,,10,13,16,13,14,10,13,10,,Athletics|Nature|Perception|Survival,Greataxe|Handaxe|Javelin,,Int,,United States,US,,,,Dragonborn,,Greataxe|Handaxe|Javelin,cranky_hopper
d2e23c514840666dd6a8451736983ad4,Human,Acolyte,2019-10-13T04:13:20Z,Cleric 1,Cleric,Light Domain,1,Lucky,9,17,10,13,12,10,16,14,,History|Religion|Insight|Medicine,"Mace|Crossbow, light",Light*0|Burning Hands*1|Faerie Fire*1,Wis,,United States,US,,,,Human,Light*0|Burning Hands*1|Faerie Fire*1,"Mace|Crossbow, Light",elegant_lederberg
52c8cdfb0c85056063bb4397467d3980,Wood Elf,Far Traveler,2019-10-13T04:13:48Z,Ranger 1,Ranger,,1,,11,16,12,16,12,11,15,10,,Nature|Insight|Perception|Survival,Shortsword|Longbow,,Wis,,United States,US,,,,Elf,,Shortsword|Longbow,eager_lamarr
d4155c223ca63da0ffb93a04861a0a4a,Deep Gnome,Smuggler,2021-06-26T02:49:39Z,Warlock 1,Warlock,The Undying,1,,10,11,15,9,15,10,8,15,,Athletics|Arcana|Deception|Intimidation,"Crossbow, light|Dagger",Spare the Dying*0|Green Flame Blade*0|Toll The Dead*0|False Life*1|Ray Of Sickness*1|Arms Of Hadar*1|Witch Bolt*1,Cha,,United States,US,,,,Gnome,Spare the Dying*0|Green-Flame Blade*0|Toll the Dead*0|False Life*1|Ray of Sickness*1|Arms of Hadar*1|Witch Bolt*1,"Crossbow, Light|Dagger",dreamy_neumann
797f4bce911a2f812643f0cc562a7809,Bugbear,Barbarian Tribe Member,2019-10-23T20:17:15Z,Monk 1,Monk,,1,,9,7,14,11,13,4,5,7,,Athletics|Acrobatics|Stealth|Insight|Survival,Sling|Dart|Unarmed strike,,Int,,United States,US,,,,Bugbear,,Sling|Dart|Unarmed Strike,suspicious_fermat
648669c99c9b44d3d780f8e09774bec5,Triton,Sailor,2019-10-22T21:16:38Z,Paladin 1,Paladin,,1,,14,18,19,14,18,9,14,16,,Athletics|Perception|Intimidation|Persuasion,Greatsword|Javelin,,Cha,,Canada,CA,,,,Triton,,Greatsword|Javelin,boring_robinson
bd8b033bd3e0e69fd47713e2a1e05838,Bugbear,Barbarian Tribe Member,2019-10-22T21:08:24Z,Barbarian 1,Barbarian,,1,,14,14,20,14,14,8,11,11,,Athletics|Stealth|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,,Int,,Canada,CA,,,,Bugbear,,Greataxe|Handaxe|Javelin,magical_lewin
382aae83760674081c8adf5939cf022c,Goliath,Acolyte,2021-06-26T20:32:35Z,Cleric 1,Cleric,Twilight Domain,1,,11,18,10,15,16,8,15,8,,Athletics|History|Religion|Insight|Medicine,Warhammer|Handaxe,Faerie Fire*1|Sleep*1,Wis,,United States,US,,,,Goliath,Faerie Fire*1|Sleep*1,Warhammer|Handaxe,infallible_gauss
a10a9bea2df38ec2a8de29cb596c86d2,Protector Aasimar,Sage,2019-10-22T03:21:55Z,Paladin 1,Paladin,,1,,12,12,14,9,14,13,13,16,,Arcana|History|Insight|Persuasion,Longsword|Javelin,,Cha,,United States,US,,,,Aasimar,,Longsword|Javelin,boring_hertz
21c7153166c8ca1a84bf162fc57780f3,Lightfoot Halfling,Outlander,2019-10-20T03:22:00Z,Rogue 1,Rogue,,1,,7,11,11,12,9,17,16,11,,Athletics|Acrobatics|Sleight of Hand|Stealth|Survival|Deception,Rapier|Shortsword|Dagger,,Int,expertise/Stealth*Athletics,United States,US,,,,Halfling,,Rapier|Shortsword|Dagger,stoic_pascal
7ef0285e7716c735f54cad51c4126983,Gray Dwarf,Hermit,2019-10-20T03:15:54Z,Wizard 1,Wizard,,1,,8,11,14,13,14,17,14,13,,Arcana|History|Religion|Medicine,Quarterstaff,,Int,,,,,,,Dwarf,,Quarterstaff,happy_pike
3b4a9864078e7685fb73156f9ae4da0f,Half-Orc,Folk Hero,2019-10-20T03:11:20Z,Cleric 1,Cleric,War Domain,1,,10,12,16,9,15,10,15,11,,Animal Handling|Insight|Medicine|Survival|Intimidation,Warhammer,Divine Favor*1|Shield of Faith*1,Wis,,United States,US,,,,Half-Orc,Divine Favor*1|Shield of Faith*1,Warhammer,magical_galois
61a65602d785d1580ad01cbfefb61763,Lightfoot Halfling,Knight,2019-10-20T00:51:44Z,Rogue 1,Rogue,,1,,7,11,13,13,10,13,13,15,,Stealth|Arcana|Investigation|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Perception,Canada,CA,,,,Halfling,,Rapier|Shortbow|Dagger,admiring_engelbart
d0bcf6fa6cabfbd30a21dbf6cc4e30e0,Shadow Elf,Haunted One,2019-10-18T22:20:29Z,Barbarian 1,Barbarian,,1,,14,15,16,16,14,8,12,8,,Athletics|Investigation|Animal Handling|Perception,Greatsword|Dagger|Javelin,,Int,,United States,US,,,,Elf,,Greatsword|Dagger|Javelin,angry_sanderson
cd28734c43bebc0a9fbad48f4973d7c6,Wood Elf,Outlander,2019-10-18T22:14:53Z,Barbarian 1,Barbarian,,1,,14,16,14,18,14,10,13,10,,Athletics|Nature|Animal Handling|Perception|Survival,Glaive|Shortbow|Javelin,,Int,,United States,US,,,,Elf,,Glaive|Shortbow|Javelin,sharp_borg
71559043e41eef56866115007f8ba6fd,Dragonborn,Knight,2019-10-18T16:50:05Z,Paladin 1,Paladin,,1,,12,10,16,8,14,10,10,16,,Athletics|History|Intimidation|Persuasion,"Greataxe|Crossbow, Heavy|Javelin",,Cha,,United States,US,,,,Dragonborn,,"Greataxe|Crossbow, Heavy|Javelin",brave_booth
6f418af124c8d5512e6eed0535c13d92,Half-Orc,Criminal,2021-07-01T21:59:32Z,Barbarian 1,Barbarian,,1,,15,15,18,14,16,15,13,7,,Athletics|Stealth|Survival|Deception|Intimidation,Longsword|Handaxe|Javelin,,Int,,United States,US,,,,Half-Orc,,Longsword|Handaxe|Javelin,recursing_darwin
2d9afe0d488afb484b666e9d2ee37e5f,Staemmige,Volksheldin,2019-10-06T08:14:36Z,Rogue 1,Rogue,,1,,10,15,12,16,14,12,12,11,NG,Acrobatics|Sleight of Hand|Stealth|Animal Handling|Perception|Survival,Shortsword|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand,,,NG,,,,,Shortsword|Shortbow|Dagger,hardcore_hamilton
ed24a060fb3edcc67c1ffa62d0465e6a,Hill Dwarf,Sage,2021-07-01T22:09:53Z,Cleric 1,Cleric,Life Domain,1,,10,12,10,9,12,10,17,14,,Arcana|History|Insight|Persuasion,Mace,Bless*1|Cure Wounds*1,Wis,,United States,US,,,,Dwarf,Bless*1|Cure Wounds*1,Mace,eager_galileo
d397fcd749bca9ca58ccb6d29f15a458,Hill Dwarf,Guild Artisan,2019-10-17T01:07:20Z,Cleric 1,Cleric,Forge Domain,1,,11,18,14,8,15,12,16,10,,History|Religion|Insight|Persuasion,Warhammer|Handaxe,Mending*0|Spare The Dying*0|Toll The Dead*0|Identify*1|Searing Smite*1|Bless*1|Ceremony*1|Cure Wounds*1|Detect Evil/Good*1|Detect Magic*1|Guiding Bolt*1|Healing Word*1|Protection From Good/Evil*1|Sanctuary*1|Shield Of Faith*1,Wis,,United States,US,,,,Dwarf,Mending*0|Spare the Dying*0|Toll the Dead*0|Identify*1|Searing Smite*1|Bless*1|Ceremony*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Guiding Bolt*1|Healing Word*1|*|Sanctuary*1|Shield of Faith*1,Warhammer|Handaxe,agitated_keller
459ebe5854ae7106e62a15970b1f2f8a,Lineage - Mamm,Smuggler,2021-07-03T15:33:52Z,Artificer 1,Artificer,,1,,11,12,12,8,17,15,12,7,,Athletics|Sleight of Hand|Arcana|Deception,"Shortbow|Sickle|Crossbow, light",,Int,,Spain,ES,,,,Tiefling,,"Shortbow|Sickle|Crossbow, Light",quirky_lamarr
89a9bad11c87efec68c9869cf64ffb5d,Human,Noble,2019-10-16T19:13:20Z,Fighter 1,Fighter,,1,,12,19,16,12,14,12,11,14,,Athletics|History|Animal Handling|Persuasion,Greatsword,,Int,fighting style/Defense,United States,US,,,,Human,,Greatsword,zen_wozniak
44049310f04bee2ad59c17a953b86510,Human,Outlander,2019-10-16T19:13:03Z,Barbarian 1,Barbarian,,1,,14,13,16,13,14,12,14,10,,Athletics|Perception|Survival|Intimidation,Longsword|Handaxe|Javelin,,Int,,United States,US,,,,Human,,Longsword|Handaxe|Javelin,agitated_joliot
3690afff63d7f2260ec2dc52192d234b,Wood Elf,Outlander,2019-10-16T19:12:46Z,Ranger 1,Ranger,,1,,11,14,10,16,13,12,14,12,,Athletics|Stealth|Nature|Insight|Perception|Survival,Shortsword|Longbow,,Wis,,United States,US,,,,Elf,,Shortsword|Longbow,upbeat_chandrasekhar
09cb8a7734c60746c2b20cdfa9fd8842,Human,Criminal,2019-10-16T19:12:27Z,Wizard 1,Wizard,,1,,9,13,9,16,16,16,9,9,,Stealth|Arcana|Investigation|Deception,Quarterstaff,Control Flames*0|Create Bonfire*0|Fire Bolt*0|Burning Hands*1|Catapult*1|Chromatic Orb*1|Magic Missile*1|Thunderwave*1|Witch Bolt*1,Int,,United States,US,,,,Human,Control Flames*0|Create Bonfire*0|Fire Bolt*0|Burning Hands*1|Catapult*1|Chromatic Orb*1|Magic Missile*1|Thunderwave*1|Witch Bolt*1,Quarterstaff,friendly_wilson
7335a4870ae097f66fb491191eda9bcf,Human,Noble,2019-10-16T19:12:09Z,Cleric 1,Cleric,Light Domain,1,,8,16,14,10,11,14,16,14,,History|Religion|Insight|Persuasion,Mace,Guidance*0|Light*0|Sacred Flame*0|Thaumaturgy*0|Burning Hands*1|Faerie Fire*1|Command*1|Healing Word*1,Wis,,United States,US,,,,Human,Guidance*0|Light*0|Sacred Flame*0|Thaumaturgy*0|Burning Hands*1|Faerie Fire*1|Command*1|Healing Word*1,Mace,sweet_easley
789741e2323ec0a33bc742852c6365cc,Human,Sailor,2019-10-16T19:11:40Z,Bard 1,Bard,,1,,9,13,11,14,12,14,12,16,,Athletics|History|Animal Handling|Perception|Performance,Rapier|Dagger,Friends*0|Vicious Mockery*0|Animal Friendship*1|Charm Person*1|Cure Wounds*1|Dissonant Whispers*1,Cha,,United States,US,,,,Human,Friends*0|Vicious Mockery*0|Animal Friendship*1|Charm Person*1|Cure Wounds*1|Dissonant Whispers*1,Rapier|Dagger,peaceful_neumann
03490649900fcbcffdd1785cad728274,Dragonborn,Outlander,2019-10-16T02:43:06Z,Ranger 1,Ranger,,1,,10,12,15,13,11,13,12,9,chaotic good,Athletics|Stealth|Nature|Animal Handling|Survival,Shortsword|Longbow,,Wis,,United States,US,CG,,,Dragonborn,,Shortsword|Longbow,gracious_sinoussi
8bdb5cfc559146777e10c89d3ea45b84,Human,Criminal,2019-10-14T10:01:01Z,Rogue 1,Rogue,,1,,10,13,11,16,15,10,12,14,True Neutral,Acrobatics|Stealth|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,,,NN,,,Human,,Rapier|Shortbow|Dagger,epic_bartik
ff1b7f63f344120dc2ffeb2b1bcc34d4,Lineage - Zari,Criminal,2019-10-14T03:57:00Z,Barbarian 1,Barbarian,,1,,15,15,18,15,16,8,10,13,,Athletics|Stealth|Deception|Intimidation,Maul|Handaxe|Javelin,,Int,,United States,US,,,,Tiefling,,Maul|Handaxe|Javelin,nifty_hellman
4ac085409387ec137a288a6d117fc6c7,Orc,Hermit,2019-10-13T11:45:58Z,Bard 1,Bard,,1,,10,12,15,12,15,8,8,15,,Athletics|Acrobatics|Religion|Medicine|Perception|Intimidation,Longsword|Dagger,,Cha,,,,,,,Orc,,Longsword|Dagger,nifty_mccarthy
624880ea5cec14f656c454e70d12fd14,Lineage - Levi,Sage,2019-10-13T05:24:42Z,Warlock 1,Warlock,The Hexblade,1,,11,18,8,15,16,8,8,17,NG,Arcana|History|Deception|Intimidation,"Crossbow, light|Longsword|Longsword|H.C. Longsword|2H H.C. Longsword",Eldritch Blast*0|Thaumaturgy*0|Toll The Dead*0|Hex*1|Shield*1,Cha,,,,NG,,,Tiefling,Eldritch Blast*0|Thaumaturgy*0|Toll the Dead*0|Hex*1|Shield*1,"Crossbow, Light|Longsword|Longsword|Longsword|Longsword",mystifying_chatelet
96c36bbe9d442d4b482bce4344df8e21,Human,Hermit,2019-10-13T04:14:18Z,Monk 1,Monk,,1,Lucky,9,15,10,16,12,10,15,11,,Acrobatics|Stealth|Religion|Insight|Medicine,Quarterstaff|Dart|Unarmed strike,,Int,,United States,US,,,,Human,,Quarterstaff|Dart|Unarmed Strike,wonderful_fermat
1766de2f8f7d305e1938f62a4669e864,Half-Elf,Entertainer,2019-10-18T16:34:04Z,Bard 1,Bard,,1,,10,13,8,16,14,10,12,16,,Acrobatics|Stealth|Perception|Deception|Performance|Persuasion,Rapier|Dagger,,Cha,,United States,US,,,,Half-Elf,,Rapier|Dagger,xenodochial_cartwright
9a708d34f1e103a29a8e560f22e8c393,Goblin,Criminal,2021-06-25T22:42:16Z,Rogue 1,Rogue,,1,,10,15,12,18,14,15,14,10,,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,Shortsword|Shortbow|Dagger,,Int,expertise/Stealth*Perception,,,,,,Goblin,,Shortsword|Shortbow|Dagger,hungry_albattani
4923a945ffe7689ba0b3e9b43b4eacc3,Wald Elf,Einsiedler,2019-10-06T07:36:46Z,Monk 1,Monk,,1,,10,15,12,16,14,10,14,10,RN,Athletics|Acrobatics|Religion|Medicine|Perception,Wurfpfeil|Waffenloser Schlag|Kampfstab|Kampfstab Zweihändig,,Int,,,,,,,Elf,,|||,priceless_jennings
e2dad11b7d5b3b46f2d8a69df6f537bc,Halb-Ork,Weiser,2019-10-06T07:02:59Z,Cleric 1,Cleric,Knowledge Domain,1,,9,16,14,10,12,14,14,12,CG,Arcana|History|Nature|Religion|Insight|Medicine|Intimidation,"Streitkolben|Crossbow, Light",Heilige Flamme*0|Licht*0|Thaumaturgie*0|Befehl*1|Identifizieren*1|GiftandKrankheit entdecken*1|GutesandBöses entdecken*1|Heilendes Wort*1|Heiligtum*1|Lenkendes Geschoss *1|Magie entdecken*1|NahrungandWasser reinigen*1|Schild des Glaubens*1|Schutz vor GutesandBöses*1|Segnen*1|Verderben*1|Wasser erschaffen/zerstören*1|Wunden heilen*1|Wunden verursachen*1,Wis,,,,CG,,,,Produce Flame*0|Light*0|Thaumaturgy*0|Bane*1|Identify*1|*|*|Healing Word*1|*|*|*|*|*|*|Sleep*1|Grease*1|*|*|Unseen Servant*1,"|Crossbow, Light",adoring_stonebraker
2552c28a1737350e5a0f8d6ff2c52d22,Wood Elf,Far Traveler,2019-09-23T11:58:58Z,Rogue 1,Rogue,,1,,11,16,20,20,16,14,15,14,,Athletics|Acrobatics|Stealth|Insight|Perception|Deception,Shortsword|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Perception,United Kingdom,GB,,,,Elf,,Shortsword|Shortbow|Dagger,stupefied_merkle
a87b81837a02b18816e82f73b4c33b52,Yuan-Ti,Charlatan,2021-07-29T01:06:38Z,Rogue 1,Rogue,,1,,9,13,8,14,13,16,10,14,Chaotic Neutral,Acrobatics|Sleight of Hand|Stealth|Deception|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Sleight of Hand*Deception,,,CN,,,Yaun-Ti,,Shortsword|Shortbow|Dagger,keen_kepler
522cd7f56f22c6925a043e2b8f47273e,Centaur,Knight,2019-09-23T11:54:50Z,Druid 1,Druid,,1,,12,14,17,16,18,9,20,2,,Arcana|Nature|Survival|Persuasion,"Crossbow, light|Light hammer",,Wis,,United Kingdom,GB,,,,Centaur,,"Crossbow, Light|Light hammer",musing_lewin
4f6049863d9e0b6416f4f858d263b87d,Human,Urban Bounty Hunter,2019-09-22T23:05:12Z,Rogue 1,Rogue,,1,Alert,22,13,8,16,14,12,14,10,Neutral Good,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Intimidation,Shortsword|Shortbow|Dagger,,Int,expertise/Stealth*Perception,United States,US,NG,,,Human,,Shortsword|Shortbow|Dagger,quirky_yonath
f679d8437ff5683c606376d77bc5340c,Half-Orc,Sailor,2019-09-18T01:09:07Z,Bard 1,Bard,,1,,9,13,10,14,14,12,10,15,Chaotic Good,Athletics|Arcana|Religion|Perception|Intimidation|Persuasion,Handaxe|Dagger,Vicious Mockery*0|Prestidigitation*0|Healing Word*1|Dissonant Whispers*1,Cha,,Canada,CA,CG,,,Half-Orc,Vicious Mockery*0|Prestidigitation*0|Healing Word*1|Dissonant Whispers*1,Handaxe|Dagger,inspiring_antonelli
814711900609fe334cbe215052cbe285,Half-Elf,Urchin,2019-09-17T01:11:23Z,Bard 1,Bard,,1,,9,12,10,14,12,12,14,16,,Sleight of Hand|Stealth|Investigation|Perception|Deception|Performance|Persuasion,Rapier|Dagger,,Cha,,United States,US,,,,Half-Elf,,Rapier|Dagger,bold_agnesi
