hash,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,alias
9ac04d48ae2ca7ef220fe63508dec376,Shadow Elf,Port City Noble,2019-06-23T18:05:05Z,Paladin 1,Paladin,,1,,12,18,14,14,14,10,10,14,neutral good,Athletics|History|Medicine|Perception|Persuasion,"Greatsword|Crossbow, heavy|Javelin",,Cha,,,,NG,,,Elf,,"Greatsword|Crossbow, Heavy|Javelin",competent_wu
7bff0ee11b7243972474df2dc99e1c78,Dragonborn,Outlander,2019-06-09T17:36:41Z,Paladin 1,Paladin,,1,,45,16,12,15,15,12,13,11,,Athletics|Insight|Survival|Persuasion,Morningstar|Light hammer,,Cha,,,,,,,Dragonborn,,Morningstar|Light hammer,charming_antonelli
466a7fcaeb5821947ef3719aea525c42,Half-Elf,Knight,2019-06-18T00:07:00Z,Paladin 1,Paladin,,1,,12,16,14,10,15,10,12,16,,Athletics|Insight|Medicine|Survival|Persuasion,Longsword|Longbow|Handaxe,,Cha,,,,,,,Half-Elf,,Longsword|Longbow|Handaxe,crazy_lumiere
5548f4cf74f7893ce82826036323a76a,Dragonborn,Soldier,2019-06-16T09:16:36Z,Paladin 1,Paladin,,1,,12,16,17,8,14,10,12,14,Legal Bueno,Athletics|Insight|Intimidation|Persuasion,Longsword|Javelin,,Cha,,Canada,CA,LG,,,Dragonborn,,Longsword|Javelin,friendly_bose
3212c6fea11a2d26e4df14ecb071daec,Dragonborn,Hermit,2021-10-14T12:21:33Z,Paladin 1,Paladin,,1,,12,18,15,8,14,10,15,13,,Athletics|Religion|Medicine|Intimidation,Glaive|Javelin,,Cha,,United Kingdom,GB,,,,Dragonborn,,Glaive|Javelin,eager_colden
369a2b6311e46d42373458dc31ad624b,Turtle,Acolyte,2021-08-20T18:23:31Z,Paladin 1,Paladin,,1,,10,19,16,11,11,7,11,17,,Religion|Insight|Survival|Intimidation|Persuasion,Warhammer|Shortsword,,Cha,,United States,US,,,,Turtle,,Warhammer|Shortsword,stupefied_faraday
4307f4499965e881365d79125aa17506,Human,Noble,2019-08-07T21:44:28Z,Paladin 1,Paladin,,1,,7,16,15,11,14,9,13,16,,Athletics|History|Medicine|Persuasion,Javelin|Longsword|Battleaxe,,Cha,,Canada,CA,,,,Human,,Javelin|Longsword|Battleaxe,vigorous_morse
90dfd52b08c6a1d80c62d76243897802,Scourge Aasimar,Faction Agent,2019-08-27T20:19:59Z,Paladin 1,Paladin,,1,,12,12,15,8,14,10,12,16,,Religion|Insight|Intimidation|Persuasion,Longsword|Javelin,,Cha,,,,,,,Aasimar,,Longsword|Javelin,priceless_nobel
1f20b08d6bd677ad1219b7d97e24a236,Dark Elf,Far Traveler,2019-08-17T15:45:15Z,Paladin 1,Paladin,,1,,11,18,17,14,12,12,12,15,CG,Athletics|Insight|Perception|Persuasion,Longsword|Javelin,,Cha,,United States,US,CG,,,Elf,,Longsword|Javelin,cool_aryabhata
175b390c4dea407743e9ede41eb76969,Dark Elf,Noble,2019-08-16T03:38:00Z,Paladin 1,Paladin,,1,,12,18,15,10,15,7,11,17,,History|Medicine|Perception|Intimidation|Persuasion,Rapier|Longbow,,Cha,,Canada,CA,,,,Elf,,Rapier|Longbow,brave_burnell
d8df25ad26b7cf89c34713ca562d4c5d,Dragonborn,Folk Hero,2021-09-04T03:58:56Z,Paladin 1,Paladin,,1,,12,16,17,14,14,11,14,15,,Animal Handling|Insight|Survival|Intimidation,Greatsword|Light hammer,,Cha,,Mexico,MX,,,,Dragonborn,,Greatsword|Light hammer,pedantic_dirac
41fc646bd8503da9c931ba78deee0ad7,Hill Dwarf,Soldier,2021-09-21T20:43:15Z,Paladin 1,Paladin,,1,,14,10,12,9,17,16,13,11,,Athletics|Medicine|Intimidation|Persuasion,Battleaxe|Javelin,,Cha,,United States,US,,,,Dwarf,,Battleaxe|Javelin,pensive_hawking
8e1097d4208fad25bcc9d8c1630c21b4,Half-Elf,Inheritor,2019-07-29T13:30:42Z,Paladin 1,Paladin,,1,,12,14,12,15,15,11,8,15,,Athletics|Arcana|Religion|Survival|Performance|Persuasion,Longsword,,Cha,,,,,,,Half-Elf,,Longsword,flamboyant_elion
03495ff8f301c543116dffe03e5dca1f,Dragonborn,Custom,2019-08-01T14:57:09Z,Paladin 1,Paladin,,1,,11,18,16,10,13,8,12,16,,Athletics|Perception|Intimidation|Persuasion,Longsword|Javelin,,Cha,,Canada,CA,,,,Dragonborn,,Longsword|Javelin,hungry_mcclintock
f6b94aeb9cf06b4bf3a71d3b14c4d9dd,Dragonborn,Soldier,2019-07-31T14:12:14Z,Paladin 1,Paladin,,1,,12,18,16,10,14,8,10,16,Lawful Good,Athletics|Insight|Intimidation|Persuasion,Battleaxe|Javelin,,Cha,,Canada,CA,LG,,,Dragonborn,,Battleaxe|Javelin,cocky_northcutt
fe71199ffcb99bb6eafe093161fb9ee7,Dragonforged,Knight of the Order,2020-12-30T18:22:29Z,Paladin 1,Paladin,,1,,24,18,15,10,14,10,12,14,Lawful Evil,History|Insight|Intimidation|Persuasion,Greatsword|Javelin,,Cha,,United States,US,LE,,,,,Greatsword|Javelin,brave_clarke
4fa1f79db8376640d22a525d03209ee1,Dark Elf,Outlander,2020-07-17T02:54:56Z,Paladin 1,Paladin,,1,,11,16,16,14,12,10,8,15,,Athletics|Perception|Survival|Intimidation|Persuasion,Longsword|Longbow|Javelin,,Cha,,,,,,,Elf,,Longsword|Longbow|Javelin,nifty_carson
eed7446b9ae9e9cd992db6d3bae14268,Dragonborn,Soldier,2020-07-15T07:45:37Z,Paladin 1,Paladin,,1,,11,16,17,8,15,8,8,16,,Athletics|Insight|Intimidation|Persuasion,Warhammer|Javelin,,Cha,,Canada,CA,,,,Dragonborn,,Warhammer|Javelin,cranky_montalcini
740fce8edc8d90cd46480cfdfcfb939a,Lineage - Zari,Acolyte,2020-04-27T15:01:28Z,Paladin 1,Paladin,,1,,11,18,16,14,12,8,8,16,CG,Religion|Insight|Intimidation|Persuasion,Longsword|Javelin,,Cha,,Canada,CA,CG,,,Tiefling,,Longsword|Javelin,eloquent_hawking
55c4cdb75e59a011604a45ff97555d2b,Teifling - Levistus,Soldier,2020-05-25T09:14:36Z,Paladin 1,Paladin,,1,,12,18,8,15,15,10,12,15,LN,Athletics|Insight|Intimidation|Persuasion,Rapier|Offhand Sickle,,Cha,,,,LN,,,,,Rapier|Sickle,reverent_archimedes
1fa1cde13b1a1f0ef6f207dead61c66d,Human,Faction Agent,2020-05-15T17:36:56Z,Paladin 1,Paladin,,1,Lucky,12,12,16,10,14,8,8,16,LG,Athletics|Religion|Insight|Intimidation|Persuasion,Battleaxe|Javelin,,Cha,,United States,US,LG,,,Human,,Battleaxe|Javelin,determined_perlman
f701d8bf36943258bae7e037d70af97c,Turtle,Outlander,2021-01-08T19:35:25Z,Paladin 1,Paladin,,1,,10,17,16,12,11,10,11,15,,Athletics|Medicine|Survival|Persuasion,Greatsword|Javelin,,Cha,,,,,,,Turtle,,Greatsword|Javelin,upbeat_boyd
d9ab3fd8ead0daf19d8681aa07d1c234,Mountain Dwarf,Acolyte,2021-01-12T01:31:33Z,Paladin 1,Paladin,,1,,13,18,16,9,16,10,12,13,,Athletics|Religion|Insight|Persuasion,Battleaxe|Warhammer,,Cha,,,,,,,Dwarf,,Battleaxe|Warhammer,amazing_yalow
3f2aa0f526e6445872d6413405c322c2,Human,Folk Hero,2020-09-02T15:27:11Z,Paladin 1,Paladin,,1,,12,16,16,11,14,10,10,16,,Animal Handling|Survival|Persuasion,Longsword|Lance|Javelin,,Cha,,,,,,,Human,,Longsword|Lance|Javelin,inspiring_haslett
051f160b9d94630065ce0608f748ae17,Human,Knight,2020-08-29T14:49:46Z,Paladin 1,Paladin,,1,,11,16,15,13,13,11,6,14,,Athletics|Nature|Religion|Persuasion,Greatsword|Longbow|Quarterstaff,,Cha,,Belgium,BE,,,,Human,,Greatsword|Longbow|Quarterstaff,hungry_banach
65862bd819c6c6ffd7aab6139e2c04ed,Dragonborn,Noble,2020-08-25T09:01:31Z,Paladin 1,Paladin,,1,,12,18,16,8,14,10,10,16,,History|Medicine|Intimidation|Persuasion,Greatsword|Javelin,,Cha,,Netherlands,NL,,,,Dragonborn,,Greatsword|Javelin,sad_ride
7ddff929a65b787b8f84b9cb47bfb54d,Human,Knight,2020-11-02T13:31:41Z,Paladin 1,Paladin,,1,,8,18,16,12,13,10,10,16,,Athletics|Religion|Medicine|Persuasion,Longsword|Javelin,,Cha,,,,,,,Human,,Longsword|Javelin,upbeat_jennings
f1531669964b69b84d2aa723d23a5d63,Kenku,Noble,2020-09-23T19:37:47Z,Paladin 1,Paladin,,1,,12,18,15,12,14,14,9,15,,Stealth|History|Insight|Deception|Intimidation|Persuasion,Longsword,,Cha,,Canada,CA,,,,Kenku,,Longsword,zen_morse
fb55d19ec24da00930458830e42abfaa,Dragonborn,Acolyte,2020-08-21T00:09:37Z,Paladin 1,Paladin,,1,,11,16,12,8,12,14,13,16,,Religion|Insight|Intimidation|Persuasion,Rapier|Dagger,,Cha,,Canada,CA,,,,Dragonborn,,Rapier|Dagger,angry_darwin
8537b0a4e9ae828c7c5cd6600f8a8c9a,Mountain Dwarf,Entertainer,2020-08-12T10:15:20Z,Paladin 1,Paladin,,1,,13,18,17,12,16,8,10,13,,Acrobatics|Medicine|Performance|Persuasion,Morningstar|Javelin,,Cha,,United Kingdom,GB,,,,Dwarf,,Morningstar|Javelin,distracted_hoover
b51016e5c81e5174fab508873be8e517,Lineage - Zariel,Faction Agent,2020-11-27T03:08:05Z,Paladin 1,Paladin,,1,,11,18,16,8,13,10,12,16,Neutral,Athletics|Religion|Insight|Intimidation,Longsword|Javelin,Thaumaturgy*0,Cha,,,,NN,,,Tiefling,Thaumaturgy*0,Longsword|Javelin,pensive_wright
491df58e8e87741ddc56c6f439495dcd,Mountain Dwarf,Acolyte,2020-01-04T17:15:32Z,Paladin 1,Paladin,,1,,12,18,16,3,15,12,10,15,,Religion|Insight|Medicine|Intimidation,Maul|Light Hammer,,Cha,,United States,US,,,,Dwarf,,Maul|Light hammer,bold_goldwasser
b85a3d8c373c9b462f9272e51d4ab278,Sentinel,Mercenary Veteran,2021-04-13T04:39:22Z,Paladin 1,Paladin,,1,,10,10,18,11,11,9,17,15,,Athletics|Religion|Medicine|Persuasion,Longsword|Glaive|Javelin,,Cha,,,,,,,Human,,Longsword|Glaive|Javelin,loving_banach
274a1bf96c9e7ab1e9bd68c947e09cc3,Human,Folk Hero,2021-04-13T22:14:43Z,Paladin 1,Paladin,,1,,12,18,16,9,14,11,13,15,Lawful Good,Athletics|Animal Handling|Survival|Intimidation,Longsword,,Cha,,,,LG,,,Human,,Longsword,sweet_hellman
bc751e7eb51d8219786deffb85d2343f,Protector Aasimar,Folk Hero,2021-04-18T15:56:42Z,Paladin 1,Paladin,,1,,11,18,15,10,13,9,10,17,,Athletics|Animal Handling|Survival|Persuasion,Greatsword,,Cha,,,,,,,Aasimar,,Greatsword,gracious_lederberg
4ec61215acc91ff1e7082bfd7d089f39,Lineage - Fier,Acolyte,2021-04-11T21:42:53Z,Paladin 1,Paladin,,1,,12,16,14,10,15,10,12,14,,Athletics|Religion|Insight|Medicine,Glaive|Dagger,,Cha,,,,,,,Tiefling,,Glaive|Dagger,goofy_thompson
48ba5af78881a734fa57ac6cdc760ae3,Fallen Aasimar,Custom,2021-04-11T13:34:27Z,Paladin 1,Paladin,,1,,11,16,16,12,13,8,10,16,,Athletics|Acrobatics|Perception|Intimidation,"Greatsword|Crossbow, heavy|Dagger",Light*0,Cha,,Canada,CA,,,,Aasimar,Light*0,"Greatsword|Crossbow, Heavy|Dagger",modest_davinci
06bba97a25b555e68bec5b8ff353dd5c,Dragonborn,Noble,2020-01-13T01:29:08Z,Paladin 1,Paladin,,1,,12,18,19,15,15,14,15,17,,Athletics|History|Intimidation|Persuasion,Longsword|Dagger,,Cha,,Brazil,BR,,,,Dragonborn,,Longsword|Dagger,angry_sinoussi
1d60d493f0ce4d44ae1ab1a53bf3432c,Fallen Aasimar,Pirate,2020-01-09T20:24:51Z,Paladin 1,Paladin,,1,,12,16,18,14,15,10,11,18,Lawful Evik,Athletics|Religion|Perception|Intimidation,Greatsword|Javelin,,Cha,,,,LE,,,Aasimar,,Greatsword|Javelin,compassionate_shockley
d4c3cc85460686d62ff1e57bcb105fdd,Half-Elf,Knight,2021-04-26T00:47:28Z,Paladin 1,Paladin,,1,,12,18,16,10,14,12,8,16,,History|Religion|Medicine|Intimidation|Persuasion,Longsword|Javelin,,Cha,,Canada,CA,,,,Half-Elf,,Longsword|Javelin,sad_tharp
10ec1b0b7121b6cd5ebccde2bd0646a7,Dragonborn,Acolyte,2020-01-29T18:35:29Z,Paladin 1,Paladin,,1,,12,11,22,12,14,10,13,16,,Athletics|Religion|Insight|Intimidation,Greatsword|Battleaxe|Javelin,,Cha,,United States,US,,,,Dragonborn,,Greatsword|Battleaxe|Javelin,gifted_mayer
d6b42a7f0f9ad3b56efe0b68968757cd,Myconid,Far Traveler,2021-05-02T04:52:12Z,Paladin 1,Paladin,,1,,12,12,14,10,16,10,15,14,Neutral Good,Athletics|Religion,Warhammer|Javelin,,Cha,,Canada,CA,NG,,,,,Warhammer|Javelin,zen_jang
9a0399556f1be45dda6eacb3cedfcd12,Triton,Custom,2021-05-05T16:06:07Z,Paladin 1,Paladin,,1,,12,18,16,8,14,12,10,15,,Athletics|Religion|Perception|Intimidation,Longsword,,Cha,,United States,US,,,,Triton,,Longsword,sad_davinci
4e06f17c970ec2e19e903dd74c7415bb,Half-Elf,Faction Agent,2020-04-22T15:58:22Z,Paladin 1,Paladin,,1,,12,18,16,8,14,10,12,16,,Athletics|Religion|Insight|Medicine|Intimidation|Persuasion,Greatsword|Javelin,,Cha,,,,,,,Half-Elf,,Greatsword|Javelin,awesome_merkle
90514e290726497e9139ef4139896b4f,Hobgoblin,Soldier,2021-02-25T17:05:42Z,Paladin 1,Paladin,,1,,12,18,15,8,15,11,12,14,,Athletics|Insight|Medicine|Intimidation,Longsword|Javelin,,Cha,,Germany,DE,,,,Hobgoblin,,Longsword|Javelin,boring_johnson
4c3fc591f8debaf764a44bd021beb79b,Half-Elf,Acolyte,2020-03-16T23:59:34Z,Paladin 1,Paladin,,1,,13,16,18,16,16,13,16,19,,Investigation|Religion|Insight|Medicine|Perception|Persuasion,Greatsword|Longsword|Javelin,,Cha,,United States,US,,,,Half-Elf,,Greatsword|Longsword|Javelin,nostalgic_turing
29039bf9dfcd2d34d0b86f63188da7cf,Owlfolk,Far Traveler,2021-03-20T17:16:28Z,Paladin 1,Paladin,,1,,10,18,16,12,10,8,13,16,Neutral Good,Stealth|Insight|Medicine|Perception|Persuasion,Longsword|Javelin,Detect magic (ritual)*1,Cha,,Austria,AT,NG,,,,Detect Magic*1,Longsword|Javelin,naughty_mccarthy
c218d8e7278c8c8fe07554cc73aa3ce2,Human,Acolyte,2020-03-31T11:17:17Z,Paladin 1,Paladin,,1,Great Weapon Master,12,16,16,10,14,10,10,14,,Athletics|Religion|Insight|Perception|Persuasion,Greatsword|Javelin,,Cha,,United States,US,,,,Human,,Greatsword|Javelin,frosty_neumann
a6c6bb48cf7dad17c7a819c336cce3c6,Tiefling,Haunted One,2020-03-30T04:45:15Z,Paladin 1,Paladin,,1,,8,18,14,8,14,11,12,16,,Investigation|Survival|Intimidation|Persuasion,,,Cha,,United States,US,,,,Tiefling,,,naughty_moore
afcf012f1a58a15307b6489f3b731e40,High Elf,Knight,2020-03-30T01:02:49Z,Paladin 1,Paladin,,1,,13,16,14,18,16,15,13,13,,Athletics|History|Insight|Perception|Persuasion,m93R Magnum |Police Baton,,Cha,,United States,US,,,,Elf,,|,fervent_ptolemy
fb887d946a0b773814a37a5244d027ea,Firbolg,Smuggler,2020-03-26T01:56:59Z,Paladin 1,Paladin,,1,,11,16,15,12,13,8,11,14,chaotic good,Athletics|Deception,Battleaxe|Javelin,,Cha,,Canada,CA,CG,,,Firbolg,,Battleaxe|Javelin,relaxed_shaw
2cd1e3a91adcc2555d471fdf2dc54287,Protector Aasimar,City Watch,2021-03-04T16:52:17Z,Paladin 1,Paladin,,1,,11,16,15,12,13,8,11,16,,Athletics|Insight|Medicine|Intimidation,Glaive|Longsword|Javelin,,Cha,,United States,US,,,,Aasimar,,Glaive|Longsword|Javelin,fervent_dubinsky
e8162e99448b4ff5dde604d2b30ae088,Half-Elf,Faction Agent,2020-03-23T01:41:13Z,Paladin 1,Paladin,,1,,12,20,16,8,14,10,12,16,,Athletics|Religion|Insight|Medicine|Perception|Persuasion,Greatsword|Javelin,,Cha,,,,,,,Half-Elf,,Greatsword|Javelin,blissful_lamport
61e4039e99be78036cd328bd108202d8,Protector Aasimar,Guild Member - Justice,2019-07-06T05:31:01Z,Paladin 1,Paladin,,1,,14,20,17,15,18,16,15,20,Lawful Good,Religion|Persuasion,Flail|Javelin,,Cha,,United States,US,LG,,,Aasimar,,Flail|Javelin,stoic_ride
7935ab8fad745d6ce1c5f529ef1ceea1,Half-Elf,Criminal,2022-03-27T00:57:07Z,Paladin 1,Paladin,,1,,11,18,15,18,12,12,14,17,CG,Athletics|Sleight of Hand|Perception|Deception|Intimidation|Persuasion,Rapier|Longbow|Dagger,,Cha,,United States,US,CG,,,Half-Elf,,Rapier|Longbow|Dagger,romantic_galois
e2aaebd5e9bb58b8b68b70a710ca1308,Human,Folk Hero,2018-12-04T21:29:29Z,Paladin 1,Paladin,,1,,12,16,16,10,14,9,12,16,,Athletics|Animal Handling|Survival|Intimidation,Maul,,Cha,,Italy,IT,,,,Human,,Maul,quirky_boyd
d21cfdc960fab6d9a1b68c6b46c91d95,Goliath,Marine,2022-07-31T21:15:11Z,Paladin 1,Paladin,,1,,12,18,18,15,15,13,12,12,,Athletics|Insight|Survival|Intimidation,Flail,,Cha,,Canada,CA,,,,Goliath,,Flail,happy_shtern
13615df68ef33f98eefba252d3b85739,Half-Elf,Hermit,2022-03-29T02:12:40Z,Paladin 1,Paladin,,1,,11,18,18,10,13,9,12,15,,Nature|Religion|Animal Handling|Insight|Medicine|Intimidation,Flail,,Cha,,,,,,,Half-Elf,,Flail,happy_ramanujan
f067dd7bda277ff885f77de3e6eb7f29,Dragonborn,Folk Hero,2018-12-21T21:57:11Z,Paladin 1,Paladin,,1,,10,16,15,13,10,11,11,16,,Athletics|Animal Handling|Medicine|Survival,Trident|Longsword|Javelin,,Cha,,,,,,,Dragonborn,,Trident|Longsword|Javelin,wonderful_edison
23c1ddbdd7d5fbaf3e0f62293850a258,Goliath,Soldier,2022-03-24T21:34:57Z,Paladin 1,Paladin,,1,,3,16,6,2,5,0,1,1,,Athletics|Insight|Intimidation|Persuasion,Rapier|Unarmed strike,,Cha,,,,,,,Goliath,,Rapier|Unarmed Strike,ecstatic_kapitsa
647bb46706940391b13168b557ddab20,Human,Folk Hero,2022-07-31T06:46:50Z,Paladin 1,Paladin,,1,Martial Adept,13,18,18,14,16,12,13,14,,Athletics|Animal Handling|Perception|Survival|Persuasion,Longsword|Handaxe,,Cha,combat superiority maneuvers/Riposte*Feinting Attack,Italy,IT,,,,Human,,Longsword|Handaxe,ecstatic_dhawan
cd3b5aebfe942ef1afc27a9eb865549e,Triton,Soldier,2018-11-19T05:01:36Z,Paladin 1,Paladin,,1,,12,16,16,9,14,10,14,12,,Athletics|Religion|Intimidation|Persuasion,Glaive|Pike|Javelin,,Cha,,United States,US,,,,Triton,,Glaive|Pike|Javelin,elated_kapitsa
fff25841b256f914878b5ba170cdb63f,Goliath,Far Traveler,2019-01-15T18:05:43Z,Paladin 1,Paladin,,1,,13,16,18,18,16,12,15,16,,Athletics|Insight|Perception|Intimidation|Persuasion,"Greataxe|Crossbow, heavy|Quarterstaff",,Cha,,,,,,,Goliath,,"Greataxe|Crossbow, Heavy|Quarterstaff",jolly_shirley
